## cite_days=180
# gene	cites	cite_delta	cite_rank	cite_rank_delta
Itgb4	6	-1	1095	-23
Zbtb7c	6	6	1095	3713
Baiap2l2	6	6	1095	3713
Sgms1	6	1	1095	1891
Aqp12	6	6	1095	3713
Adamts18	6	6	1095	3713
Ulk4	6	6	1095	3713
Mettl14	6	-3	1095	-575
Nrg1	6	-5	1095	-802
Pm20d1	6	1	1095	1891
Tet2	6	-5	1095	-802
Tut7	6	6	1095	3713
Zbtb8b	6	6	1095	3713
Nav1	6	6	1095	3713
Adgrg6	6	6	1095	3713
Taar5	6	6	1095	3713
Ckap4	6	6	1095	3713
Slc17a8	6	-3	1095	-575
Ehbp1	6	6	1095	3713
Flcn	6	6	1095	3713
Spns2	6	6	1095	3713
Trib2	6	0	1095	649
Sec24c	6	6	1095	3713
Scara3	6	6	1095	3713
Sox21	6	6	1095	3713
Apol9a	6	6	1095	3713
Spidr	6	6	1095	3713
Eif2b5	6	6	1095	3713
Trim31	6	6	1095	3713
Dlgap1	6	1	1095	1891
Rbbp8	6	6	1095	3713
Pde6a	6	1	1095	1891
Npas4	6	6	1095	3713
Myrf	6	-1	1095	-23
Myof	6	1	1095	1891
Zbtb41	6	6	1095	3713
Aph1a	6	6	1095	3713
Atf6	6	-2	1095	-376
Gpr55	6	2	1095	3221
Gsn	6	6	1095	3713
Trib3	6	-1	1095	-23
Gdap1l1	6	6	1095	3713
Ythdf1	6	1	1095	1891
Zbtb10	6	6	1095	3713
Cenpe	6	0	1095	649
Zbtb5	6	6	1095	3713
Haus6	6	6	1095	3713
Usp1	6	6	1095	3713
Ipo13	6	6	1095	3713
Zbtb40	6	6	1095	3713
Tnfrsf14	6	6	1095	3713
Chrna9	6	0	1095	649
Tmem119	6	1	1095	1891
Clec9a	6	-2	1095	-376
Zbtb45	6	6	1095	3713
Dpy19l3	6	6	1095	3713
Ctu1	6	6	1095	3713
Siglech	6	-1	1095	-23
Fus	6	-2	1095	-376
Sorbs2	6	0	1095	649
Rtbdn	6	1	1095	1891
Zbtb44	6	6	1095	3713
Lingo1	6	1	1095	1891
Cplx3	6	0	1095	649
Cd109	6	2	1095	3221
Npc1l1	6	1	1095	1891
Gpr68	6	-1	1095	-23
Ago2	6	-1	1095	-23
Slc4a9	6	6	1095	3713
Zbtb37	6	6	1095	3713
Tnfsf18	6	-1	1095	-23
Gpr1	6	1	1095	1891
Zbtb34	6	6	1095	3713
Zbtb6	6	6	1095	3713
Grin3a	6	6	1095	3713
Dlgap3	6	0	1095	649
Elfn1	6	6	1095	3713
Podnl1	6	6	1095	3713
Zc3h12c	6	0	1095	649
Zbtb38	6	6	1095	3713
Gprasp2	6	6	1095	3713
Iqsec2	6	0	1095	649
Rbbp7	6	6	1095	3713
Chodl	6	6	1095	3713
Trpv3	6	0	1095	649
Nod2	6	-2	1095	-376
Zbtb24	6	6	1095	3713
Zbtb1	6	6	1095	3713
Ccnb1	6	0	1095	649
Nlrc3	6	0	1095	649
Rbfox1	6	-1	1095	-23
Fbxo45	6	6	1095	3713
Nlrc4	6	1	1095	1891
Ss18	6	6	1095	3713
Megf8	6	6	1095	3713
Idh2	6	6	1095	3713
Jaml	6	6	1095	3713
Rab6b	6	6	1095	3713
Klhl18	6	6	1095	3713
Catsperb	6	6	1095	3713
Zbtb11	6	6	1095	3713
Eif5a	6	0	1095	649
C2cd3	6	6	1095	3713
Wnk3	6	6	1095	3713
Gpr141b	6	6	1095	3713
Ppm1h	6	6	1095	3713
Ism1	6	6	1095	3713
Dlx6os1	6	0	1095	649
Zbtb39	6	6	1095	3713
Lefty2	6	6	1095	3713
Lrig3	6	6	1095	3713
Zbtb26	6	6	1095	3713
Chd7	6	0	1095	649
Sdk1	6	6	1095	3713
Hapln4	6	6	1095	3713
Hcn4	6	-1	1095	-23
Gm773	6	6	1095	3713
Card9	6	-2	1095	-376
Nr1d2	6	0	1095	649
Rnu11	6	6	1095	3713
Serpinb1c	6	6	1095	3713
Tmem182	6	6	1095	3713
Zbtb2	6	6	1095	3713
Foxr1	6	6	1095	3713
Cdkl5	6	0	1095	649
Zbtb42	6	6	1095	3713
Prdm14	6	2	1095	3221
Fndc5	6	-5	1095	-802
Irs2	6	-5	1095	-802
Mir20a	6	-2	1095	-376
Mir130a	6	-1	1095	-23
Mir133a-1	6	1	1095	1891
Mir149	6	0	1095	649
Mir15b	6	1	1095	1891
Mir181a-2	6	0	1095	649
Mir185	6	-1	1095	-23
Mir193a	6	6	1095	3713
Mir212	6	0	1095	649
Mir124a-1	6	6	1095	3713
Mir129-1	6	6	1095	3713
Mir199b	6	6	1095	3713
Mir200b	6	6	1095	3713
Znrf3	6	0	1095	649
Hdac1	6	-6	1095	-870
Taar9	6	6	1095	3713
Wdfy4	6	6	1095	3713
Hmcn1	6	6	1095	3713
Mir1a-1hg	6	6	1095	3713
Majin	6	6	1095	3713
Faiml	6	6	1095	3713
Dux	6	6	1095	3713
Hmcn2	6	6	1095	3713
Mir223	6	-4	1095	-717
Mir326	6	6	1095	3713
Mir409	6	1	1095	1891
Mir494	6	-1	1095	-23
Mir378a	6	-2	1095	-376
Mir19a	6	2	1095	3221
Mir296	6	6	1095	3713
Mir448	6	6	1095	3713
Mir200c	6	1	1095	1891
Mir124a-3	6	6	1095	3713
Mir129-2	6	6	1095	3713
Mir455	6	-1	1095	-23
Mir19b-1	6	6	1095	3713
Mir497	6	-1	1095	-23
Isg15	6	1	1095	1891
Sprr2a2	6	6	1095	3713
Tincr	6	6	1095	3713
Atg14	6	6	1095	3713
Mir3075	6	6	1095	3713
Gm33647	6	6	1095	3713
Gm38659	6	6	1095	3713
Mir133a-1hg	6	6	1095	3713
Gm16286	6	6	1095	3713
Abca4	5	-1	2004	-260
Macf1	5	5	2004	2804
Aco1	5	5	2004	2804
Chrna6	5	-1	2004	-260
Acvr2a	5	-1	2004	-260
Acvr2b	5	-1	2004	-260
Adora1	5	-4	2004	-1484
Adrb3	5	-2	2004	-932
Agtr1a	5	-7	2004	-1779
Akt2	5	5	2004	2804
Alb	5	-3	2004	-1285
Aldh1a1	5	-1	2004	-260
Aldh3a2	5	5	2004	2804
Ambn	5	5	2004	2804
Ang	5	-1	2004	-260
Ank3	5	-3	2004	-1285
Slc25a4	5	5	2004	2804
Slc25a5	5	5	2004	2804
Xiap	5	-3	2004	-1285
Aplp2	5	-2	2004	-932
Arc	5	-2	2004	-932
Arf2	5	5	2004	2804
Arg2	5	-1	2004	-260
Art2b	5	5	2004	2804
Atf4	5	-10	2004	-1858
Neurog3	5	-2	2004	-932
Atp1a1	5	-7	2004	-1779
Atp5a1	5	-1	2004	-260
Atp5c1	5	5	2004	2804
Atp6v1b2	5	5	2004	2804
Bach1	5	-1	2004	-260
Nkx3-2	5	5	2004	2804
Barx1	5	5	2004	2804
Bglap2	5	-1	2004	-260
Prdm1	5	-2	2004	-932
Birc6	5	5	2004	2804
Serping1	5	5	2004	2804
Cacna2d1	5	0	2004	982
Calcr	5	-1	2004	-260
Canx	5	1	2004	2312
Car2	5	-1	2004	-260
Cask	5	1	2004	2312
Casr	5	-1	2004	-260
Ctnnd1	5	-1	2004	-260
Cbl	5	5	2004	2804
Cbr1	5	-1	2004	-260
Cbx1	5	5	2004	2804
Rb1cc1	5	0	2004	982
Ccna1	5	0	2004	982
Ccnb2	5	5	2004	2804
Ccnd3	5	0	2004	982
Ccne1	5	-2	2004	-932
Ccne2	5	5	2004	2804
Ccnf	5	5	2004	2804
Ccng2	5	5	2004	2804
Cd22	5	-2	2004	-932
Cd82	5	5	2004	2804
Cd8b1	5	5	2004	2804
Cdk6	5	0	2004	982
Cdkn1c	5	-2	2004	-932
Ch25h	5	5	2004	2804
Chil1	5	-2	2004	-932
Chrd	5	5	2004	2804
Cldn1	5	0	2004	982
Cldn3	5	5	2004	2804
Cldn4	5	5	2004	2804
Col14a1	5	0	2004	982
Col5a1	5	0	2004	982
Cpt1b	5	5	2004	2804
Dmbt1	5	5	2004	2804
Cryab	5	-5	2004	-1626
Csnk2a1	5	1	2004	2312
Smc3	5	1	2004	2312
Cstb	5	-2	2004	-932
Ctsl	5	-2	2004	-932
Cyba	5	-2	2004	-932
Cyp11a1	5	-2	2004	-932
Dct	5	-1	2004	-260
Dmpk	5	-1	2004	-260
Dnm1	5	5	2004	2804
Reep5	5	5	2004	2804
Drd3	5	-3	2004	-1285
Dtna	5	5	2004	2804
E2f3	5	-1	2004	-260
E2f5	5	5	2004	2804
Eef1a1	5	-1	2004	-260
Eef1a2	5	5	2004	2804
Rhbdf1	5	5	2004	2804
Enam	5	5	2004	2804
Eng	5	-1	2004	-260
Epn1	5	5	2004	2804
Epn2	5	5	2004	2804
Faah	5	5	2004	2804
Fah	5	-1	2004	-260
Fasn	5	0	2004	982
Fbn1	5	-3	2004	-1285
Fbn2	5	5	2004	2804
Fgf15	5	-4	2004	-1484
Flii	5	5	2004	2804
Flt3	5	-3	2004	-1285
Flt3l	5	-2	2004	-932
Fmn1	5	0	2004	982
Fmo1	5	5	2004	2804
Fosb	5	5	2004	2804
Fosl1	5	5	2004	2804
Ncs1	5	5	2004	2804
Fshb	5	-3	2004	-1285
Fshr	5	-1	2004	-260
Fst	5	-7	2004	-1779
Xrcc6	5	5	2004	2804
Gabra3	5	5	2004	2804
Gas6	5	5	2004	2804
Gdf11	5	-3	2004	-1285
Gjd2	5	-2	2004	-932
Gnrh1	5	-2	2004	-932
Gpr65	5	-2	2004	-932
Gpr19	5	5	2004	2804
Lancl1	5	0	2004	982
Gsto1	5	-1	2004	-260
Gucy2c	5	5	2004	2804
Gk	5	5	2004	2804
H2-Q10	5	5	2004	2804
Mr1	5	-1	2004	-260
Hcfc1	5	5	2004	2804
Ptpn6	5	-4	2004	-1484
Hdac6	5	-3	2004	-1285
Foxd3	5	-1	2004	-260
Foxa1	5	-4	2004	-1484
Hnrnpa1	5	-1	2004	-260
Hr	5	5	2004	2804
Hsd17b3	5	0	2004	982
Hsd3b1	5	0	2004	982
Sdc2	5	5	2004	2804
Htr1a	5	-1	2004	-260
Htr2c	5	5	2004	2804
Htr7	5	5	2004	2804
Idh1	5	-3	2004	-1285
Ifngr1	5	-3	2004	-1285
Ihh	5	-1	2004	-260
Il18	5	-4	2004	-1484
Il18r1	5	5	2004	2804
Inhbb	5	5	2004	2804
Eif3e	5	5	2004	2804
Irs1	5	-4	2004	-1484
Itga4	5	5	2004	2804
Itga5	5	5	2004	2804
Itgav	5	-6	2004	-1711
Eif6	5	5	2004	2804
Itgb6	5	5	2004	2804
Itm2a	5	5	2004	2804
Itpr3	5	0	2004	982
Kcna1	5	-4	2004	-1484
Kcna6	5	5	2004	2804
Kcnab1	5	0	2004	982
Kcnd1	5	0	2004	982
Kcnd2	5	0	2004	982
Kif3a	5	1	2004	2312
Klc1	5	-1	2004	-260
Klf2	5	0	2004	982
Krt10	5	-4	2004	-1484
Krt15	5	5	2004	2804
Krt16	5	5	2004	2804
Krt2	5	5	2004	2804
Krt6a	5	-1	2004	-260
Arhgef2	5	0	2004	982
Lhb	5	-3	2004	-1285
Lhcgr	5	-1	2004	-260
Lhx8	5	0	2004	982
Limk1	5	-1	2004	-260
Anxa1	5	-5	2004	-1626
Lrp6	5	-1	2004	-260
Lrrfip1	5	5	2004	2804
Maf	5	0	2004	982
Masp1	5	5	2004	2804
Mb	5	-2	2004	-932
Mdk	5	5	2004	2804
Meg3	5	-4	2004	-1484
Melk	5	5	2004	2804
Men1	5	-2	2004	-932
Foxc1	5	-3	2004	-1285
Mif	5	-2	2004	-932
Mknk1	5	5	2004	2804
Mllt10	5	5	2004	2804
Marcksl1	5	5	2004	2804
Mmp13	5	-4	2004	-1484
Mmp2	5	-6	2004	-1711
Mnt	5	5	2004	2804
Mos	5	5	2004	2804
Clec4d	5	5	2004	2804
Cited2	5	0	2004	982
Sik1	5	-4	2004	-1484
Map2	5	-4	2004	-1484
Map7	5	5	2004	2804
Tesmin	5	5	2004	2804
Muc1	5	-2	2004	-932
Mybpc3	5	-5	2004	-1626
Myl1	5	0	2004	982
Ncam2	5	5	2004	2804
Ndufs4	5	-4	2004	-1484
Nek1	5	5	2004	2804
Neurod2	5	0	2004	982
Nf1	5	-1	2004	-260
Nfe2l1	5	-3	2004	-1285
Nfia	5	-1	2004	-260
Nfib	5	-2	2004	-932
Nfil3	5	0	2004	982
Nfkb1	5	-14	2004	-1917
Nefl	5	0	2004	982
Nhlh2	5	-1	2004	-260
Mycn	5	-5	2004	-1626
Nog	5	5	2004	2804
Notch3	5	-1	2004	-260
Npc1	5	-3	2004	-1285
Npr3	5	-3	2004	-1285
Nras	5	-4	2004	-1484
Nrf1	5	-3	2004	-1285
Nsf	5	5	2004	2804
Ntn1	5	-12	2004	-1897
Ocln	5	5	2004	2804
Odf2	5	-1	2004	-260
Slc22a6	5	-3	2004	-1285
Cldn11	5	-5	2004	-1626
Oxtr	5	-2	2004	-932
P2ry2	5	0	2004	982
Pbx1	5	-2	2004	-932
Pbx2	5	5	2004	2804
Pde1c	5	5	2004	2804
Pdyn	5	-1	2004	-260
Cfp	5	5	2004	2804
Cdk14	5	5	2004	2804
Pgf	5	5	2004	2804
Pirb	5	-3	2004	-1285
Pitx1	5	-2	2004	-932
Prkaca	5	5	2004	2804
Pkd1	5	-3	2004	-1285
Plec	5	-2	2004	-932
Pln	5	-1	2004	-260
Plxna1	5	5	2004	2804
Pomc	5	-7	2004	-1779
Pou2f2	5	-1	2004	-260
Pou3f4	5	-1	2004	-260
Pou4f2	5	-3	2004	-1285
Ppp3cc	5	5	2004	2804
Ppp3r2	5	5	2004	2804
Prl	5	-6	2004	-1711
Prss12	5	5	2004	2804
Cyth1	5	5	2004	2804
Pstpip2	5	5	2004	2804
Ptbp1	5	-1	2004	-260
Ptch2	5	5	2004	2804
Ptgdr	5	5	2004	2804
Ptgfr	5	-2	2004	-932
Dusp1	5	1	2004	2312
Sirpa	5	-4	2004	-1484
Ptprn2	5	5	2004	2804
Ptx3	5	-4	2004	-1484
Kif20a	5	1	2004	2312
Rbpjl	5	5	2004	2804
Rev3l	5	-1	2004	-260
Rheb	5	-2	2004	-932
Ralbp1	5	5	2004	2804
Rit1	5	5	2004	2804
Rock2	5	-1	2004	-260
Rps14	5	-2	2004	-932
Rps24	5	1	2004	2312
Ruvbl2	5	5	2004	2804
Ryk	5	5	2004	2804
Ryr2	5	-5	2004	-1626
S100a11	5	5	2004	2804
S100a8	5	-3	2004	-1285
Khdrbs1	5	-2	2004	-932
Scd2	5	5	2004	2804
Scnn1b	5	0	2004	982
Ccl7	5	0	2004	982
Sema3a	5	-3	2004	-1285
Sez6	5	5	2004	2804
Srsf3	5	0	2004	982
Shc1	5	-1	2004	-260
Shc3	5	5	2004	2804
Pmel	5	5	2004	2804
Skil	5	5	2004	2804
Slc12a2	5	-5	2004	-1626
Slc2a4	5	-3	2004	-1285
Slfn3	5	5	2004	2804
Smpd1	5	-4	2004	-1484
Sncg	5	5	2004	2804
Plk2	5	-2	2004	-932
Sp1	5	-2	2004	-932
Aurkc	5	5	2004	2804
Slk	5	5	2004	2804
Bhlhe40	5	-2	2004	-932
Sycp1	5	-2	2004	-932
Syk	5	-4	2004	-1484
Tbx4	5	5	2004	2804
Tcra	5	-1	2004	-260
Tcra-J	5	0	2004	982
Tcrb	5	-5	2004	-1626
Dntt	5	5	2004	2804
Tek	5	-5	2004	-1626
Terc	5	5	2004	2804
Thra	5	-3	2004	-1285
Thrsp	5	5	2004	2804
Klf10	5	1	2004	2312
Tln1	5	-1	2004	-260
Tlr1	5	5	2004	2804
Tlr6	5	5	2004	2804
Nr2e1	5	0	2004	982
Cd40lg	5	0	2004	982
Tph1	5	-2	2004	-932
Traf5	5	5	2004	2804
Trp63	5	-10	2004	-1858
Trpc3	5	1	2004	2312
Trpc6	5	1	2004	2312
n-TUtca2	5	0	2004	982
Tshb	5	-2	2004	-932
Tuba1a	5	5	2004	2804
Tuba1b	5	5	2004	2804
Tubb4a	5	5	2004	2804
Tubb5	5	5	2004	2804
Tulp1	5	5	2004	2804
Nr1h3	5	-5	2004	-1626
Utrn	5	5	2004	2804
Vasp	5	0	2004	982
Vcl	5	-6	2004	-1711
Vtn	5	5	2004	2804
Zmat3	5	5	2004	2804
Wnt4	5	-6	2004	-1711
Wnt6	5	5	2004	2804
Wnt7a	5	0	2004	982
Wnt7b	5	-2	2004	-932
Wrn	5	-1	2004	-260
Atrx	5	5	2004	2804
Zfp36	5	-3	2004	-1285
Zic2	5	-2	2004	-932
Ets1	5	0	2004	982
Grem1	5	-2	2004	-932
Sgcb	5	5	2004	2804
Sigirr	5	-2	2004	-932
Clcn6	5	5	2004	2804
Fto	5	-5	2004	-1626
Hsf4	5	0	2004	982
Map2k1	5	-2	2004	-932
Map2k2	5	5	2004	2804
Nr5a1	5	-11	2004	-1878
Psg16	5	5	2004	2804
Psg19	5	5	2004	2804
Ncdn	5	5	2004	2804
Cntrl	5	5	2004	2804
Ncoa4	5	5	2004	2804
Syn3	5	5	2004	2804
Pdk4	5	1	2004	2312
Tnfrsf12a	5	-2	2004	-932
Phlda3	5	-1	2004	-260
Prmt5	5	-1	2004	-260
Abcb11	5	5	2004	2804
Eif3b	5	5	2004	2804
Stau2	5	0	2004	982
Rnf11	5	5	2004	2804
Angptl3	5	0	2004	982
E2f6	5	0	2004	982
a	5	5	2004	2804
Tmprss2	5	-2	2004	-932
Atp11a	5	5	2004	2804
Klf13	5	5	2004	2804
Dmrt1	5	0	2004	982
Copb2	5	5	2004	2804
Rnf10	5	5	2004	2804
Prkn	5	-2	2004	-932
Mfhas1	5	5	2004	2804
Acaa2	5	5	2004	2804
Echdc1	5	5	2004	2804
E2f7	5	5	2004	2804
Eif3g	5	1	2004	2312
Nono	5	0	2004	982
Cldn7	5	-1	2004	-260
Insm1	5	-2	2004	-932
Porcn	5	-2	2004	-932
Tuba8	5	5	2004	2804
Rcan2	5	5	2004	2804
Irf3	5	-4	2004	-1484
Rragc	5	5	2004	2804
Rnf5	5	-1	2004	-260
Nfat5	5	-4	2004	-1484
Pde3a	5	5	2004	2804
Pdgfc	5	5	2004	2804
Eif3d	5	1	2004	2312
Eef1b2	5	5	2004	2804
Dnah10	5	5	2004	2804
Ccl24	5	5	2004	2804
Pdcd5	5	-2	2004	-932
Amotl2	5	5	2004	2804
Eif3c	5	1	2004	2312
Ncoa6	5	5	2004	2804
Clip1	5	5	2004	2804
Dstn	5	0	2004	982
Gabarap	5	-1	2004	-260
Ruvbl1	5	5	2004	2804
Cilk1	5	0	2004	982
Clec4e	5	0	2004	982
Clec4n	5	-1	2004	-260
Rec8	5	-3	2004	-1285
Aldh1a3	5	-2	2004	-932
Psg23	5	5	2004	2804
Ppbp	5	-1	2004	-260
Fbxo3	5	5	2004	2804
Tnip1	5	-2	2004	-932
Pdcd1lg2	5	5	2004	2804
Pmaip1	5	-1	2004	-260
Fam13a	5	5	2004	2804
Med12	5	5	2004	2804
Bhlhe22	5	-2	2004	-932
Nek6	5	5	2004	2804
Ackr2	5	5	2004	2804
Kcnq4	5	5	2004	2804
Taf8	5	5	2004	2804
Syne1	5	0	2004	982
Sv2a	5	5	2004	2804
Htra2	5	5	2004	2804
Tmem176b	5	5	2004	2804
Tmem176a	5	5	2004	2804
Eif3f	5	5	2004	2804
Kcne1l	5	5	2004	2804
Retreg1	5	0	2004	982
Arrdc4	5	5	2004	2804
Fis1	5	-1	2004	-260
Cyc1	5	5	2004	2804
Ubr7	5	5	2004	2804
Pnpla2	5	-2	2004	-932
Uqcrc2	5	-1	2004	-260
Eef1g	5	5	2004	2804
Plekho1	5	5	2004	2804
Myl12a	5	0	2004	982
Tex43	5	5	2004	2804
Slc38a2	5	-1	2004	-260
Borcs5	5	5	2004	2804
Plxnd1	5	-1	2004	-260
Dgat2	5	5	2004	2804
Derl1	5	5	2004	2804
Saraf	5	5	2004	2804
Tex13a	5	5	2004	2804
Retreg3	5	5	2004	2804
Aen	5	-1	2004	-260
Eif3h	5	5	2004	2804
Ccdc88c	5	-2	2004	-932
Elac2	5	5	2004	2804
Fahd1	5	5	2004	2804
Trim37	5	-1	2004	-260
Ssu72	5	5	2004	2804
Mcts1	5	5	2004	2804
Prrt2	5	-1	2004	-260
Pnlip	5	0	2004	982
Ddah1	5	-1	2004	-260
Cfap206	5	5	2004	2804
2310039L15Rik	5	-3	2004	-1285
Dapk1	5	0	2004	982
Tnfaip8l2	5	-2	2004	-932
Pcgf1	5	0	2004	982
Mutyh	5	-2	2004	-932
Prdm16	5	-3	2004	-1285
Adgra3	5	5	2004	2804
Armc3	5	5	2004	2804
Ttll7	5	5	2004	2804
Gpr39	5	0	2004	982
Flrt3	5	0	2004	982
Get1	5	5	2004	2804
Marchf8	5	5	2004	2804
Pdgfd	5	-1	2004	-260
Antxr2	5	0	2004	982
Fundc1	5	-2	2004	-932
Entpd8	5	5	2004	2804
Dhx36	5	5	2004	2804
Psg21	5	5	2004	2804
Tmem175	5	0	2004	982
Lrpprc	5	5	2004	2804
Rps6kb1	5	-4	2004	-1484
Lin9	5	5	2004	2804
Usp13	5	5	2004	2804
Snhg5	5	0	2004	982
Marveld3	5	5	2004	2804
Eif3k	5	5	2004	2804
Rd3	5	1	2004	2312
Foxp4	5	5	2004	2804
Nuak2	5	5	2004	2804
Lonp1	5	-2	2004	-932
Mxra8	5	5	2004	2804
Atp13a2	5	5	2004	2804
Rasd2	5	5	2004	2804
Cep43	5	5	2004	2804
Tm4sf5	5	5	2004	2804
Dock8	5	0	2004	982
Cln6	5	5	2004	2804
Mfsd2a	5	5	2004	2804
Rpl18a	5	1	2004	2312
Rps9	5	5	2004	2804
Snhg20	5	-1	2004	-260
Sun1	5	-3	2004	-1285
Krt76	5	5	2004	2804
Lcn9	5	1	2004	2312
Cst11	5	5	2004	2804
Spata2l	5	5	2004	2804
Pum2	5	0	2004	982
Sgpp1	5	5	2004	2804
Kat5	5	5	2004	2804
Tfcp2l1	5	0	2004	982
Ucn3	5	0	2004	982
Il23a	5	-4	2004	-1484
Otof	5	5	2004	2804
Cemip2	5	0	2004	982
Usp8	5	5	2004	2804
Ube2n	5	0	2004	982
Rnf111	5	5	2004	2804
Zfp423	5	5	2004	2804
Olig3	5	-2	2004	-932
Loxl2	5	5	2004	2804
Hmgb2	5	-1	2004	-260
Kmo	5	-2	2004	-932
Atp1a2	5	-2	2004	-932
Akap9	5	0	2004	982
Prkd2	5	-1	2004	-260
Ano1	5	-4	2004	-1484
Gpc5	5	5	2004	2804
E2f4	5	5	2004	2804
Npffr2	5	5	2004	2804
Akr1c18	5	5	2004	2804
Prickle1	5	-1	2004	-260
Ffar4	5	-4	2004	-1484
Eprs	5	5	2004	2804
Yaa	5	-5	2004	-1626
Frs3	5	5	2004	2804
Rnf144a	5	5	2004	2804
Sema3d	5	0	2004	982
Ccdc88a	5	5	2004	2804
Card11	5	5	2004	2804
Calr4	5	0	2004	982
E2f8	5	5	2004	2804
Krt75	5	5	2004	2804
Chd9	5	5	2004	2804
Adtrp	5	5	2004	2804
Prr5	5	5	2004	2804
Orai1	5	-2	2004	-932
Ank2	5	5	2004	2804
Cpa1	5	1	2004	2312
Pgm3	5	5	2004	2804
Raf1	5	5	2004	2804
Rps6ka3	5	5	2004	2804
Foxe1	5	-1	2004	-260
Taar1	5	0	2004	982
Amy	5	-4	2004	-1484
Prss1	5	5	2004	2804
Iba1	5	5	2004	2804
Derl2	5	5	2004	2804
Elmo1	5	5	2004	2804
Sesn1	5	5	2004	2804
Tlr8	5	-4	2004	-1484
Mlph	5	5	2004	2804
Zfp469	5	5	2004	2804
Camkk2	5	-2	2004	-932
Igsf11	5	5	2004	2804
Cblb	5	-4	2004	-1484
Ccnb3	5	0	2004	982
Gpr139	5	5	2004	2804
Sepsecs	5	5	2004	2804
Trib1	5	5	2004	2804
Slc39a14	5	-1	2004	-260
Phf3	5	5	2004	2804
Il20rb	5	0	2004	982
Kmt2a	5	-5	2004	-1626
Tmem120a	5	5	2004	2804
Kat7	5	5	2004	2804
Fbf1	5	0	2004	982
Mlh3	5	5	2004	2804
Marveld2	5	5	2004	2804
Mrtfa	5	-2	2004	-932
Senp1	5	-2	2004	-932
Krt73	5	5	2004	2804
Safb	5	5	2004	2804
Onecut2	5	5	2004	2804
Catsper1	5	0	2004	982
Tstd1	5	5	2004	2804
Ccnyl1	5	5	2004	2804
Retreg2	5	5	2004	2804
Tubb4b	5	5	2004	2804
Kif18a	5	1	2004	2312
Ptbp3	5	5	2004	2804
Focad	5	5	2004	2804
Hcrtr1	5	-3	2004	-1285
Cwh43	5	5	2004	2804
Rimbp2	5	0	2004	982
Jazf1	5	-2	2004	-932
Vgll4	5	-1	2004	-260
Ankrd26	5	5	2004	2804
Ffar2	5	-2	2004	-932
Vps33b	5	5	2004	2804
P2ry6	5	0	2004	982
Tufm	5	0	2004	982
Sc5d	5	5	2004	2804
Zbtb16	5	-2	2004	-932
Sik2	5	-3	2004	-1285
Phgdh	5	5	2004	2804
Btn2a2	5	5	2004	2804
Setdb2	5	5	2004	2804
Mrtfb	5	1	2004	2312
Syngap1	5	0	2004	982
L3mbtl1	5	5	2004	2804
E2f2	5	0	2004	982
Psg22	5	5	2004	2804
Tsku	5	-1	2004	-260
Zdhhc19	5	5	2004	2804
Eda2r	5	5	2004	2804
Fam71f2	5	5	2004	2804
Prokr2	5	5	2004	2804
Il17f	5	-1	2004	-260
Ehd2	5	5	2004	2804
Rapgefl1	5	5	2004	2804
Mir124a-1hg	5	5	2004	2804
Gulo	5	0	2004	982
Pask	5	5	2004	2804
Chd5	5	5	2004	2804
Clpx	5	5	2004	2804
Esyt3	5	5	2004	2804
Timd4	5	-1	2004	-260
Adgrl3	5	5	2004	2804
Mpzl3	5	5	2004	2804
Igf2bp2	5	-2	2004	-932
Taf2	5	5	2004	2804
Ttll1	5	5	2004	2804
Sox2ot	5	0	2004	982
Rasal3	5	5	2004	2804
Cachd1	5	5	2004	2804
Spata33	5	5	2004	2804
Fam71f1	5	5	2004	2804
Ceacam16	5	5	2004	2804
Prss53	5	5	2004	2804
Tfap2e	5	5	2004	2804
Nalcn	5	1	2004	2312
Ifnl3	5	0	2004	982
Fa2h	5	5	2004	2804
Kmt2d	5	-1	2004	-260
Rxfp1	5	-2	2004	-932
Mir22	5	-6	2004	-1711
Mir135a-1	5	-4	2004	-1484
Mir145a	5	-5	2004	-1626
Mir183	5	-1	2004	-260
Mir23a	5	-3	2004	-1285
Mir29b-1	5	5	2004	2804
Mirlet7a-1	5	1	2004	2312
Hcrtr2	5	-2	2004	-932
Flrt2	5	1	2004	2312
Trim63	5	-1	2004	-260
Tubb1	5	5	2004	2804
Ly6g	5	0	2004	982
Btnl2	5	5	2004	2804
Aldh3b2	5	5	2004	2804
Prlh	5	5	2004	2804
Ctxn3	5	-1	2004	-260
Dspp	5	-1	2004	-260
Bend4	5	5	2004	2804
Mir133b	5	-3	2004	-1285
Mir218-1	5	5	2004	2804
Mir221	5	-1	2004	-260
Mir222	5	0	2004	982
Mir370	5	-1	2004	-260
Mir96	5	-5	2004	-1626
Mir181b-1	5	5	2004	2804
Mir375	5	-4	2004	-1484
Mir7-1	5	-1	2004	-260
Mir181b-2	5	5	2004	2804
Mir342	5	0	2004	982
Mir218-2	5	5	2004	2804
Mir106b	5	5	2004	2804
Mir25	5	-1	2004	-260
Mir335	5	5	2004	2804
Mir146b	5	5	2004	2804
Gm3414	5	5	2004	2804
Prdm11	5	5	2004	2804
Mir493	5	5	2004	2804
Snhg4	5	5	2004	2804
Rpl5	5	5	2004	2804
Hotair	5	-1	2004	-260
Mir7235	5	5	2004	2804
Gm12610	5	5	2004	2804
Acan	4	-6	2685	-2307
Amy1	4	4	2685	2123
Btg1	4	-1	2685	301
