#name	chromosome	start	length	color	full_name	citations_from_2021_02_10_to_2021_07_15	significance
LELP1	3	92042301	7760	#73af42	late cornified envelope-like proline-rich 1	0	
SPRR2A2	3	92157954	6657	#73af42	small proline-rich protein 2A2	0	
SPRR2A1	3	92157954	6657	#73af42	small proline-rich protein 2A1	0	
SPRR2A3	3	92192611	3960	#73af42	small proline-rich protein 2A3	0	
SPRR2B	3	92224012	1380	#73af42	small proline-rich protein 2B	0	
SPRR2D	3	92246447	1733	#73af42	small proline-rich protein 2D	0	
SPRR2E	3	92259450	1306	#73af42	small proline-rich protein 2E	0	
SPRR2F	3	92272494	1255	#73af42	small proline-rich protein 2F	0	
SPRR2G	3	92281222	1314	#73af42	small proline-rich protein 2G	0	
SPRR2H	3	92292992	1639	#73af42	small proline-rich protein 2H	0	
SPRR2I	3	92315298	1280	#73af42	small proline-rich protein 2I	0	
SPRR2J-PS	3	92325394	1309	#73af42	small proline-rich protein 2J, pseudogene	0	
SPRR2K	3	92339889	1345	#73af42	small proline-rich protein 2K	0	
SPRR1B	3	92344116	1970	#73af42	small proline-rich protein 1B	0	
SPRR3	3	92363809	2218	#73af42	small proline-rich protein 3	0	
SPRR1A	3	92391261	1927	#73af42	small proline-rich protein 1A	0	
SPRR4	3	92407570	230	#73af42	small proline-rich protein 4	0	
SMCP	3	92491173	5207	#73af42	sperm mitochondria-associated cysteine-rich protein	0	
LCE6A	3	92527392	1575	#73af42	late cornified envelope 6A	0	
LCE1A1	3	92553839	1775	#73af42	late cornified envelope 1A1	0	
LCE1B	3	92562957	1276	#73af42	late cornified envelope 1B	0	
LCE1A2	3	92575920	1702	#73af42	late cornified envelope 1A2	0	
LCE1C	3	92586554	1671	#73af42	late cornified envelope 1C	0	
LCE1D	3	92592806	1711	#73af42	late cornified envelope 1D	0	
LCE1E	3	92614707	1674	#73af42	late cornified envelope 1E	0	
LCE1F	3	92626003	1654	#73af42	late cornified envelope 1F	0	
LCE1G	3	92657458	2187	#73af42	late cornified envelope 1G	0	
LCE1H	3	92670522	1850	#73af42	late cornified envelope 1H	0	
LCE1I	3	92684517	1689	#73af42	late cornified envelope 1I	0	
LCE1J	3	92696151	1670	#73af42	late cornified envelope 1J	0	
LCE1K	3	92713598	1600	#73af42	late cornified envelope 1K	0	
KPRP	3	92730381	4173	#73af42	keratinocyte expressed, proline-rich	0	
LCE1L	3	92757256	1337	#73af42	late cornified envelope 1L	0	
2310050C09RIK	3	92775666	1846	#73af42	RIKEN cDNA 2310050C09 gene	0	
LCE3A	3	92832594	943	#73af42	late cornified envelope 3A	0	
LCE3B	3	92840286	1117	#73af42	late cornified envelope 3B	0	
LCE3C	3	92851793	1244	#73af42	late cornified envelope 3C	0	
LCE3D	3	92864697	1184	#73af42	late cornified envelope 3D	0	
LCE3E	3	92874368	1220	#73af42	late cornified envelope 3E	0	
LCE3F	3	92899524	1209	#73af42	late cornified envelope 3F	0	
CRCT1	3	92921512	1481	#73af42	cysteine-rich C-terminal 1	0	
LCE1M	3	92925114	1254	#73af42	late cornified envelope 1M	0	
TDPOZ8	3	92980828	1984	#73af42	TD and POZ domain containing 8	0	
CRNN	3	93052096	5029	#73af42	cornulin	0	
FLG2	3	93104580	24103	#73af42	filaggrin family member 2	0	
HRNR	3	93227056	13823	#73af42	hornerin	0	
RPTN	3	93301006	5743	#73af42	repetin	0	
TCHH	3	93349637	6747	#73af42	trichohyalin	0	
TCHHL1	3	93376061	3226	#73af42	trichohyalin-like 1	0	
S100A11	3	93427803	5792	#73af42	S100 calcium binding protein A11	0	
S100A10	3	93462424	9528	#73af42	S100 calcium binding protein A10 (calpactin)	0	
TDPOZ2	3	93558849	1144	#73af42	TD and POZ domain containing 2	0	
TDPOZ1	3	93576640	6950	#73af42	TD and POZ domain containing 1	0	
TDPOZ4	3	93703705	1112	#73af42	TD and POZ domain containing 4	0	
TDPOZ3	3	93733327	1097	#73af42	TD and POZ domain containing 3	0	
TDPOZ9	3	93955288	6904	#73af42	TD and POZ domain containing 9	0	
TDPOZ7	3	93978929	1022	#73af42	Td and POZ domain containing 7	0	
TDPOZ5	3	93978929	1022	#73af42	TD and POZ domain containing 5	0	
SPOPFM2	3	94081719	3781	#73af42	speckle-type BTB/POZ protein family member 2	0	
THEM4	3	94217439	22400	#73af42	thioesterase superfamily member 4	0	
THEM5	3	94249406	5253	#73af42	thioesterase superfamily member 5	0	
C2CD4D	3	94269751	2123	#73af42	C2 calcium-dependent domain containing 4D	0	
LINGO4	3	94306526	5282	#73af42	leucine rich repeat and Ig domain containing 4	0	
1700040D17RIK	3	94316696	3566	#73af42	RIKEN cDNA 1700040D17 gene	0	
TDRKH	3	94320551	19406	#73af42	tudor and KH domain containing protein	0	
OAZ3	3	94340695	3263	#73af42	ornithine decarboxylase antizyme 3	0	
MRPL9	3	94350643	5372	#73af42	mitochondrial ribosomal protein L9	0	
RIIAD1	3	94372292	8606	#73af42	regulatory subunit of type II PKA R-subunit (RIIa) domain containing 1	0	
SNX27	3	94404849	85174	#73af42	sorting nexin family member 27	0	
TUFT1	3	94520060	46119	#73af42	tuftelin 1	0	
BC021767	3	94567896	6563	#73af42	cingulin pseudogene	0	
SELENBP2	3	94600880	10833	#73af42	selenium binding protein 2	0	
CGN	3	94667376	26417	#73af42	cingulin	0	
POGZ	3	94744748	46140	#73af42	pogo transposable element with ZNF domain	0	
PSMB4	3	94791635	2634	#73af42	proteasome (prosome, macropain) subunit, beta type 4	0	
RFX5	3	94861827	7045	#73af42	regulatory factor X, 5 (influences HLA class II expression)	0	
PI4KB	3	94882042	32206	#73af42	phosphatidylinositol 4-kinase beta	0	
MIR7013	3	94911479	71	#73af42	microRNA 7013	0	
ZFP687	3	94913901	8867	#73af42	zinc finger protein 687	0	
PSMD4	3	94940002	9923	#73af42	proteasome (prosome, macropain) 26S subunit, non-ATPase, 4	0	
PIP5K1A	3	94965841	48400	#73af42	phosphatidylinositol-4-phosphate 5-kinase, type 1 alpha	0	
TMOD4	3	95031825	4695	#73af42	tropomodulin 4	0	
SCNM1	3	95037030	4293	#73af42	sodium channel modifier 1	0	
LYSMD1	3	95041399	5437	#73af42	LysM, putative peptidoglycan-binding, domain containing 1	0	
TNFAIP8L2	3	95046832	2833	#73af42	tumor necrosis factor, alpha-induced protein 8-like 2	0	
SEMA6C	3	95071650	9711	#73af42	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6C	0	
GABPB2	3	95089079	36174	#73af42	GA repeat binding protein, beta 2	0	
GM16740	3	95124768	9201	#73af42	predicted gene, 16740	0	
MLLT11	3	95125855	10133	#73af42	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 11	0	
CDC42SE1	3	95136254	7481	#73af42	CDC42 small effector 1	0	
GM128	3	95144231	4189	#73af42	predicted gene 128	0	
BNIPL	3	95148604	9900	#73af42	BCL2/adenovirus E1B 19kD interacting protein like	0	
PRUNE1	3	95160985	28402	#73af42	prune exopolyphosphatase	0	
MINDY1	3	95190246	13229	#73af42	MINDY lysine 48 deubiquitinase 1	0	
ANXA9	3	95203405	19086	#73af42	annexin A9	0	
SETDB1	3	95230836	33677	#73af42	SET domain, bifurcated 1	0	
4930558C23RIK	3	95293769	16374	#73af42	RIKEN cDNA 4930558C23 gene	0	
GM4349	3	95334660	3736	#73af42	SET domain, bifurcated 1 pseudogene	0	
ARNT	3	95341701	62849	#73af42	aryl hydrocarbon receptor nuclear translocator	0	
HORMAD1	3	95466990	28184	#73af42	HORMA domain containing 1	0	
GOLPH3L	3	95496245	30313	#73af42	golgi phosphoprotein 3-like	0	
ENSA	3	95532291	7137	#73af42	endosulfine alpha	0	
ADAMTSL4	3	95583511	11717	#73af42	ADAMTS-like 4	0	
ECM1	3	95641459	5422	#73af42	extracellular matrix protein 1	0	
MIR7014	3	95642223	62	#73af42	microRNA 7014	0	
TARS2	3	95651165	11124	#73af42	threonyl-tRNA synthetase 2, mitochondrial (putative)	0	
RPRD2	3	95679565	46700	#73af42	regulation of nuclear pre-mRNA domain containing 2	0	
PRPF3	3	95737436	25761	#73af42	pre-mRNA processing factor 3	0	
MRPS21	3	95769946	8880	#73af42	mitochondrial ribosomal protein S21	0	
C920021L13RIK	3	95778834	17571	#73af42	RIKEN cDNA C920021L13 gene	0	
CIART	3	95785817	3723	#73af42	circadian associated repressor of transcription	0	
BC028528	3	95791257	8117	#73af42	cDNA sequence BC028528	0	
APH1A	3	95801233	4671	#73af42	aph1 homolog A, gamma secretase subunit	0	
CAR14	3	95809206	2791	#73af42	carbonic anhydrase 14	0	
ANP32E	3	95836569	18130	#73af42	acidic (leucine-rich) nuclear phosphoprotein 32 family, member E	0	
GM9054	3	95892822	1457	#73af42	predicted gene 9054	0	
PLEKHO1	3	95896151	7000	#73af42	pleckstrin homology domain containing, family O member 1	0	
VPS45	3	95907144	58623	#73af42	vacuolar protein sorting 45	0	
OTUD7B	3	96011839	56607	#73af42	OTU domain containing 7B	0	
MTMR11	3	96069287	9747	#73af42	myotubularin related protein 11	0	
SF3B4	3	96079822	5058	#73af42	splicing factor 3b, subunit 4	0	
SV2A	3	96088543	13953	#73af42	synaptic vesicle glycoprotein 2 a	0	
BOLA1	3	96103904	998	#73af42	bolA-like 1 (E. coli)	0	
H2AC21	3	96127201	468	#73af42	H2A clustered histone 21	0	
H2AC20	3	96127729	467	#73af42	H2A clustered histone 20	0	
H2BC21	3	96128388	2666	#73af42	H2B clustered histone 21	0	
H3C15	3	96154016	648	#73af42	H3 clustered histone 15	0	
H3C14	3	96154001	663	#73af42	H3 clustered histone 14	0	
H2AC18	3	96152813	555	#73af42	H2A clustered histone 18	0	
H2AC19	3	96152773	595	#73af42	H2A clustered histone 19	0	
H4C14	3	96170250	383	#73af42	H4 clustered histone 14	0	
H3C13	3	96175970	501	#73af42	H3 clustered histone 13	0	
H2BC18	3	96177016	492	#73af42	H2B clustered histone 18	0	
FCGR1	3	96190225	11060	#73af42	Fc receptor, IgG, high affinity I	0	
RNU1B6	3	96367340	165	#73af42	U1b6 small nuclear RNA	0	
PLATR30	3	96252603	13192	#73af42	pluripotency associated transcript 30	0	
GM26689	3	96284349	7517	#73af42	predicted gene, 26689	0	
RNU1B1	3	96281337	164	#73af42	U1b1 small nuclear RNA	0	
RNU1B2	3	96281337	164	#73af42	U1b2 small nuclear RNA	0	
TERC	3	96321753	396	#73af42	telomerase RNA component	0	
BC107364	3	96341104	18518	#73af42	cDNA sequence BC107364	0	
GM15441	3	96463084	11033	#73af42	predicted gene 15441	0	
TXNIP	3	96465273	3900	#73af42	thioredoxin interacting protein	0	
POLR3GL	3	96485188	16309	#73af42	polymerase (RNA) III (DNA directed) polypeptide G like	0	
ANKRD34A	3	96503952	3142	#73af42	ankyrin repeat domain 34A	0	
LIX1L	3	96508449	24219	#73af42	Lix1-like	0	
6330549D23RIK	3	96513978	23157	#73af42	RIKEN cDNA 6330549D23 gene	0	
RBM8A	3	96537244	3863	#73af42	RNA binding motif protein 8a	0	
PEX11B	3	96543163	8168	#73af42	peroxisomal biogenesis factor 11 beta	0	
ITGA10	3	96552900	18935	#73af42	integrin, alpha 10	0	
ANKRD35	3	96577447	20903	#73af42	ankyrin repeat domain 35	0	
PIAS3	3	96604392	8994	#73af42	protein inhibitor of activated STAT 3	0	
NUDT17	3	96613208	2668	#73af42	nudix (nucleoside diphosphate linked moiety X)-type motif 17	0	
POLR3C	3	96619211	15544	#73af42	polymerase (RNA) III (DNA directed) polypeptide C	0	
RNF115	3	96634927	63544	#73af42	ring finger protein 115	0	
CD160	3	96706079	30588	#73af42	CD160 antigen	0	
4930442L01RIK	3	96737142	2244	#73af42	RIKEN cDNA 4930442L01 gene	0	
PDZK1	3	96739990	38252	#73af42	PDZ domain containing 1	0	
GPR89	3	96778382	34232	#73af42	G protein-coupled receptor 89	0	
GJA8	3	96820882	12485	#73af42	gap junction protein, alpha 8	0	
GJA5	3	96939718	21232	#73af42	gap junction protein, alpha 5	0	
4930573H18RIK	3	96953972	46129	#73af42	RIKEN cDNA 4930573H18 gene	0	
ACP6	3	97066093	17799	#73af42	acid phosphatase 6, lysophosphatidic	0	
BCL9	3	97110978	23702	#73af42	B cell CLL/lymphoma 9	0	
OLFR1402	3	97317533	962	#73af42	olfactory receptor 1402	0	
CHD1L	3	97468064	49442	#73af42	chromodomain helicase DNA binding protein 1-like	0	
FMO5	3	97536335	26268	#73af42	flavin containing monooxygenase 5	0	
PRKAB2	3	97565528	14855	#73af42	protein kinase, AMP-activated, beta 2 non-catalytic subunit	0	
PDE4DIP	3	97646160	29170	#73af42	phosphodiesterase 4D interacting protein (myomegalin)	0	
MIR7225	3	97597825	53	#73af42	microRNA 7225	0	
SEC22B	3	97808543	21091	#73af42	SEC22 homolog B, vesicle trafficking protein	0	
GM5544	3	97837489	36845	#73af42	predicted gene 5544	0	
ADAM30	3	98067950	3535	#73af42	a disintegrin and metallopeptidase domain 30	0	
REG4	3	98129472	14592	#73af42	regenerating islet-derived family, member 4	0	
HMGCS2	3	98187747	30307	#73af42	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 2	0	
PHGDH	3	98220487	26798	#73af42	3-phosphoglycerate dehydrogenase	0	
ZFP697	3	98289797	49468	#73af42	zinc finger protein 697	0	
GM4450		98353376	11066	#73af42		0	
GM10681		98459860	11465	#73af42		0	
HSD3B4	3	98459867	11487	#73af42	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 4	0	
HSD3B5	3	98525952	26898	#73af42	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 5	0	
HSD3B2	3	98618423	13436	#73af42	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2	0	
HSD3B3	3	98648792	21652	#73af42	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 3	0	
HSD3B6	3	98712820	8939	#73af42	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 6	0	
HSD3B1	3	98759510	7600	#73af42	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1	0	
HAO2	3	98781835	18711	#73af42	hydroxyacid oxidase 2	0	
GM12440	3	98957138	3920	#73af42	predicted gene 12440	0	
WARS2	3	99048406	79113	#73af42	tryptophanyl tRNA synthetase 2 (mitochondrial)	0	
MIR6481	3	99106661	108	#73af42	microRNA 6481	0	
TBX15	3	99161076	100500	#73af42	T-box 15	0	
SPAG17	3	99792733	257905	#73af42	sperm associated antigen 17	0	
WDR3	3	100045496	24227	#73af42	WD repeat domain 3	0	
GDAP2	3	100069779	44526	#73af42	ganglioside-induced differentiation-associated-protein 2	0	
4930406D18RIK	3	100333721	11349	#73af42	RIKEN cDNA 4930406D18 gene	0	
TENT5C	3	100378852	17656	#73af42	terminal nucleotidyltransferase 5C	0	
MAN1A2	3	100469521	123268	#73af42	mannosidase, alpha, class 1A, member 2	0	
GM43464	3	100599781	8515	#73af42	predicted gene 43464	0	
VTCN1	3	100732775	71463	#73af42	V-set domain containing T cell activation inhibitor 1	0	
TRIM45	3	100829809	14432	#73af42	tripartite motif-containing 45	0	
TTF2	3	100846176	30803	#73af42	transcription termination factor, RNA polymerase II	0	
CD101	3	100899505	37364	#73af42	CD101 antigen	0	
PTGFRN	3	100947552	69930	#73af42	prostaglandin F2 receptor negative regulator	0	
CD2	3	101183224	12031	#73af42	CD2 antigen	0	
GM32900	3	101247460	14459	#73af42	predicted gene, 32900	0	
IGSF3	3	101284441	85935	#73af42	immunoglobulin superfamily, member 3	0	
MAB21L3	3	101720392	23147	#73af42	mab-21-like 3	0	
SLC22A15	3	101763087	68682	#73af42	solute carrier family 22 (organic anion/cation transporter), member 15	0	
CASQ2	3	101993731	60097	#73af42	calsequestrin 2	0	
VANGL1	3	102063216	48793	#73af42	VANGL planar cell polarity 1	0	
A230001M10RIK	3	102169721	26366	#73af42	RIKEN cDNA A230001M10 gene	0	
NGF	3	102377235	51094	#73af42	nerve growth factor	0	
TSPAN2OS	3	102627547	15186	#73af42	tetraspanin 2, opposite strand	0	
TSPAN2	3	102642531	37095	#73af42	tetraspanin 2	0	
NR1H5	3	102846974	24475	#73af42	nuclear receptor subfamily 1, group H, member 5	0	
SIKE1	3	102903056	8174	#73af42	suppressor of IKBKE 1	0	
CSDE1	3	102927862	37640	#73af42	cold shock domain containing E1, RNA binding	0	
AMPD1	3	102981330	25706	#73af42	adenosine monophosphate deaminase 1	0	
DENND2C	3	103047642	29407	#73af42	DENN/MADD domain containing 2C	0	
BCAS2	3	103078971	7499	#73af42	BCAS2 pre-mRNA processing factor	0	
TRIM33	3	103186609	79477	#73af42	tripartite motif-containing 33	0	
SYT6	3	103483442	69441	#73af42	synaptotagmin VI	0	
OLFML3	3	103642710	2607	#73af42	olfactomedin-like 3	0	
HIPK1	3	103652472	46405	#73af42	homeodomain interacting protein kinase 1	0	
DCLRE1B	3	103707921	8782	#73af42	DNA cross-link repair 1B	0	
GM15471	3	103710445	5311	#73af42	predicted gene 15471	0	
AP4B1	3	103716833	12508	#73af42	adaptor-related protein complex AP-4, beta 1	0	
BCL2L15	3	103740012	21922	#73af42	BCLl2-like 15	0	
PTPN22	3	103767593	51975	#73af42	protein tyrosine phosphatase, non-receptor type 22 (lymphoid)	0	
PHTF1OS	3	103871852	3780	#73af42	putative homeodomain transcription factor 1, opposite strand	0	
PHTF1	3	103875574	39232	#73af42	putative homeodomain transcription factor 1	0	
MAGI3	3	103920581	207141	#73af42	membrane associated guanylate kinase, WW and PDZ domain containing 3	0	
LRIG2	3	104361299	57935	#73af42	leucine-rich repeats and immunoglobulin-like domains 2	0	
TAFA3	3	104674721	10142	#73af42	TAFA chemokine like family member 3	0	
PPM1J	3	104688372	4961	#73af42	protein phosphatase 1J	0	
RHOC	3	104696350	5425	#73af42	ras homolog family member C	0	
MOV10	3	104702150	23729	#73af42	Mov10 RISC complex RNA helicase	0	
CAPZA1	3	104730097	41724	#73af42	capping protein (actin filament) muscle Z-line, alpha 1	0	
ST7L	3	104771822	65557	#73af42	suppression of tumorigenicity 7-like	0	
CTTNBP2NL	3	104909231	51231	#73af42	CTTNBP2 N-terminal like	0	
4930564D02RIK	3	104974160	11962	#73af42	RIKEN cDNA 4930564D02 gene	0	
KCND3OS	3	105355506	4765	#73af42	potassium voltage-gated channel, Shal-related family, member 3, opposite strand	0	
KCND3	3	105359206	222112	#73af42	potassium voltage-gated channel, Shal-related family, member 3	0	
DDX20	3	105585778	9109	#73af42	DEAD box helicase 20	0	
INKA2	3	105612774	15384	#73af42	inka box actin regulator 2	0	
RAP1A	3	105634576	74121	#73af42	RAS-related protein 1a	0	
GM5547	3	105722883	1792	#73af42	predicted gene 5547	0	
TMIGD3	3	105778174	53186	#73af42	transmembrane and immunoglobulin domain containing 3	0	
I830077J02RIK	3	105833207	6773	#73af42	RIKEN cDNA I830077J02 gene	0	
ATP5PB	3	105850014	16565	#73af42	ATP synthase peripheral stalk-membrane subunit b	0	
WDR77	3	105866814	10262	#73af42	WD repeat domain 77	0	
OVGP1	3	105881118	13621	#73af42	oviductal glycoprotein 1	0	
PIFO	3	105904273	17689	#73af42	primary cilia formation	0	
CHIL5	3	105924235	15976	#73af42	chitinase-like 5	0	
CHIA1	3	106020698	18734	#73af42	chitinase, acidic 1	0	
CHIL3	3	106054870	20010	#73af42	chitinase-like 3	0	
CHIL4	3	106108807	17988	#73af42	chitinase-like 4	0	
CHIL6	3	106294700	18798	#73af42	chitinase-like 6	0	
2010016I18RIK	3	106389302	3927	#73af42	RIKEN cDNA 2010016I18 gene	0	
DENND2D	3	106393356	16990	#73af42	DENN/MADD domain containing 2D	0	
CEPT1	3	106409576	45542	#73af42	choline/ethanolaminephosphotransferase 1	0	
LRIF1	3	106628998	14894	#73af42	ligand dependent nuclear receptor interacting factor 1	0	
CD53	3	106666177	31288	#73af42	CD53 antigen	0	
OLFR266	3	106728923	950	#73af42	olfactory receptor 266	0	
AI504432	3	106946820	14818	#73af42	expressed sequence AI504432	0	
KCNA2	3	107008883	13438	#73af42	potassium voltage-gated channel, shaker-related subfamily, member 2	0	
KCNA10	3	107090459	12578	#73af42	potassium voltage-gated channel, shaker-related subfamily, member 10	0	
CYM	3	107118611	10437	#73af42	chymosin	0	
A630076J17RIK	3	107137930	3417	#73af42	RIKEN cDNA A630076J17 gene	0	
PROK1	3	107139232	7791	#73af42	prokineticin 1	0	
LAMTOR5	3	107186174	5223	#73af42	late endosomal/lysosomal adaptor, MAPK and MTOR activator 5	0	
SLC16A4	3	107198546	20885	#73af42	solute carrier family 16 (monocarboxylic acid transporters), member 4	0	
RBM15	3	107233426	7179	#73af42	RNA binding motif protein 15	0	
KCNC4	3	107345617	20597	#73af42	potassium voltage gated channel, Shaw-related subfamily, member 4	0	
SLC6A17	3	107374864	50470	#73af42	solute carrier family 6 (neurotransmitter transporter), member 17	0	
UBL4B	3	107461014	1375	#73af42	ubiquitin-like 4B	0	
ALX3	3	107502347	10844	#73af42	aristaless-like homeobox 3	0	
STRIP1	3	107519848	19178	#73af42	striatin interacting protein 1	0	
AHCYL1	3	107570436	33440	#73af42	S-adenosylhomocysteine hydrolase-like 1	0	
EPS8L3	3	107784546	15670	#73af42	EPS8-like 3	0	
4933431E20RIK	3	107796166	7363	#73af42	RIKEN cDNA 4933431E20 gene	0	
GSTM5	3	107803170	2831	#73af42	glutathione S-transferase, mu 5	0	
GSTM7	3	107833650	5483	#73af42	glutathione S-transferase, mu 7	0	
GSTM6	3	107846163	14619	#73af42	glutathione S-transferase, mu 6	0	
GSTM3	3	107871012	5478	#73af42	glutathione S-transferase, mu 3	0	
GSTM2	3	107889018	4718	#73af42	glutathione S-transferase, mu 2	0	
GSTM1	3	107919576	5558	#73af42	glutathione S-transferase, mu 1	0	
GSTM4	3	107947724	4451	#73af42	glutathione S-transferase, mu 4	0	
AMPD2	3	107981378	12604	#73af42	adenosine monophosphate deaminase 2	0	
GM12500	3	107993292	2035	#73af42	predicted gene 12500	0	
GNAT2	3	108000382	8364	#73af42	guanine nucleotide binding protein, alpha transducing 2	0	
GNAI3	3	108014591	38877	#73af42	guanine nucleotide binding protein (G protein), alpha inhibiting 3	0	
GPR61	3	108055637	6611	#73af42	G protein-coupled receptor 61	0	
AMIGO1	3	108093605	5997	#73af42	adhesion molecule with Ig like domain 1	0	
CYB561D1	3	108103087	5063	#73af42	cytochrome b-561 domain containing 1	0	
ATXN7L2	3	108109544	8299	#73af42	ataxin 7-like 2	0	
SYPL2	3	108119582	14333	#73af42	synaptophysin-like 2	0	
PSMA5	3	108164242	23026	#73af42	proteasome subunit alpha 5	0	
MYBPHL	3	108272227	15146	#73af42	myosin binding protein H-like	0	
GM12522	3	108286593	4464	#73af42	predicted gene 12522	0	
PSRC1	3	108291154	4393	#73af42	proline/serine-rich coiled-coil 1	0	
CELSR2	3	108298164	24731	#73af42	cadherin, EGF LAG seven-pass G-type receptor 2	0	
SARS	3	108332180	20395	#73af42	seryl-aminoacyl-tRNA synthetase	0	
ELAPOR1	3	108362995	80862	#73af42	endosome-lysosome associated apoptosis and autophagy regulator 1	0	
1700013F07RIK	3	108444900	7113	#73af42	RIKEN cDNA 1700013F07 gene	0	
SCARNA2	3	108461658	60	#73af42	small Cajal body-specific RNA 2	0	
TMEM167B	3	108463741	6041	#73af42	transmembrane protein 167B	0	
TAF13	3	108479015	10369	#73af42	TATA-box binding protein associated factor 13	0	
WDR47	3	108499049	53986	#73af42	WD repeat domain 47	0	
CLCC1	3	108561256	24071	#73af42	chloride channel CLIC-like 1	0	
GPSM2	3	108585954	43661	#73af42	G-protein signalling modulator 2 (AGS3-like, C. elegans)	0	
AKNAD1	3	108646974	42651	#73af42	AKNA domain containing 1	0	
STXBP3	3	108700496	47322	#73af42	syntaxin binding protein 3	0	
FNDC7	3	108760994	36330	#73af42	fibronectin type III domain containing 7	0	
PRPF38B	3	108810121	8924	#73af42	PRP38 pre-mRNA processing factor 38 (yeast) domain containing B	0	
HENMT1	3	108847873	20219	#73af42	HEN1 methyltransferase homolog 1 (Arabidopsis)	0	
FAM102B	3	108878313	56610	#73af42	family with sequence similarity 102, member B	0	
SLC25A54	3	108987815	36083	#73af42	solute carrier family 25, member 54	0	
SLC25A24	3	109030465	45260	#73af42	solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 24	0	
VAV3	3	109481323	111687	#73af42	vav 3 oncogene	0	
PRMT6	3	110155841	2474	#73af42	protein arginine N-methyltransferase 6	0	
GM6602	3	111789219	200098	#73af42	predicted gene 6602	0	
AMY2B	3	113054972	9071	#73af42	amylase 2b	0	
AMY2A5	3	113316941	8998	#73af42	amylase 2a5	0	
AMY2A4	3	113314932	11145	#73af42	amylase 2a4	0	
AMY2A3	3	113314932	11145	#73af42	amylase 2a3	0	
AMY2A2	3	113314932	11145	#73af42	amylase 2a2	0	
AMY1	3	113349601	21798	#73af42	amylase 1, salivary	0	
RNPC3	3	113398716	25082	#73af42	RNA-binding region (RNP1, RRM) containing 3	0	
COL11A1	3	113824189	190216	#73af42	collagen, type XI, alpha 1	0	
OLFM3	3	114874614	44799	#73af42	olfactomedin 3	0	
A930005H10RIK	3	115680797	972	#73af42	RIKEN cDNA A930005H10 gene	0	
DPH5	3	115681832	41140	#73af42	diphthamide biosynthesis 5	0	
SLC30A7	3	115732622	68433	#73af42	solute carrier family 30 (zinc transporter), member 7	0	
MIR669N	3	115773551	53	#73af42	microRNA 669n	0	
EXTL2	3	115801946	20719	#73af42	exostosin-like glycosyltransferase 2	0	
VCAM1	3	115903669	19668	#73af42	vascular cell adhesion molecule 1	0	
GPR88	3	116043303	3830	#73af42	G-protein coupled receptor 88	0	
CDC14A	3	116087172	135218	#73af42	CDC14 cell division cycle 14A	0	
RTCA	3	116282613	19211	#73af42	RNA 3'-terminal phosphate cyclase	0	
DBT	3	116306719	36911	#73af42	dihydrolipoamide branched chain transacylase E2	0	
LRRC39	3	116356632	20159	#73af42	leucine rich repeat containing 39	0	
TRMT13	3	116374377	33859	#73af42	tRNA methyltransferase 13	0	
SASS6	3	116388607	36028	#73af42	SAS-6 centriolar assembly protein	0	
MFSD14A	3	116424816	31510	#73af42	major facilitator superfamily domain containing 14A	0	
GM51275		116461206	60	#73af42		0	
SLC35A3	3	116463118	42811	#73af42	solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member 3	0	
AGL	3	116548184	53631	#73af42	amylo-1,6-glucosidase, 4-alpha-glucanotransferase	0	
FRRS1	3	116655329	42070	#73af42	ferric-chelate reductase 1	0	
PALMD	3	116711911	50690	#73af42	palmdelphin	0	
4930455H04RIK	3	116761916	16139	#73af42	RIKEN cDNA 4930455H04 gene	0	
1700061I17RIK	3	116854171	17243	#73af42	RIKEN cDNA 1700061I17 gene	0	
PLPPR4	3	117112796	41729	#73af42	phospholipid phosphatase related 4	0	
PLPPR5	3	117368876	114281	#73af42	phospholipid phosphatase related 5	0	
SNX7	3	117575146	87439	#73af42	sorting nexin 7	0	
MIR137	3	118227506	72	#73af42	microRNA 137	0	
DPYD	3	118355829	870744	#73af42	dihydropyrimidine dehydrogenase	0	
PTBP2	3	119512391	64646	#73af42	polypyrimidine tract binding protein 2	0	
6530403H02RIK	3	120247983	432398	#73af42	RIKEN cDNA 6530403H02 gene	0	
RWDD3	3	120949051	16293	#73af42	RWD domain containing 3	0	
TLCD4	3	120995659	61330	#73af42	TLC domain containing 4	0	
ALG14	3	121085389	71354	#73af42	asparagine-linked glycosylation 14	0	
CNN3	3	121220190	31664	#73af42	calponin 3, acidic	0	
SLC44A3	3	121253177	72816	#73af42	solute carrier family 44, member 3	0	
A730020M07RIK	3	121430775	9327	#73af42	RIKEN cDNA A730020M07 gene	0	
