## cite_days=180
# gene	cites	cite_delta	cite_rank	cite_rank_delta
RAB38	6	6	5473	3578
MAFF	6	1	5473	327
IL17RA	6	-3	5473	-4551
LSM4	6	0	5473	-2331
ATXN10	6	1	5473	327
DNAJB5	6	0	5473	-2331
ARMC8	6	6	5473	3578
PART1	6	0	5473	-2331
PRKD2	6	0	5473	-2331
RPL36	6	-2	5473	-4202
TMEM186	6	0	5473	-2331
ATL3	6	1	5473	327
CNRIP1	6	1	5473	327
CLIC4	6	1	5473	327
FAM98A	6	0	5473	-2331
VIRMA	6	-1	5473	-3551
TIPARP	6	0	5473	-2331
CHMP2B	6	0	5473	-2331
DNAH1	6	6	5473	3578
NSMF	6	6	5473	3578
PTCD1	6	0	5473	-2331
SETBP1	6	6	5473	3578
WIPI2	6	0	5473	-2331
PTPN22	6	0	5473	-2331
B3GAT3	6	1	5473	327
FGF20	6	0	5473	-2331
HSPB8	6	6	5473	3578
IL36RN	6	0	5473	-2331
RGS17	6	6	5473	3578
DNAJC2	6	0	5473	-2331
TPK1	6	6	5473	3578
BBC3	6	1	5473	327
IL36A	6	2	5473	2293
SRPX2	6	6	5473	3578
MAT2B	6	0	5473	-2331
SLCO4A1	6	6	5473	3578
COA3	6	0	5473	-2331
COMMD5	6	6	5473	3578
MRPL13	6	-1	5473	-3551
TIMM21	6	0	5473	-2331
DNAJC15	6	0	5473	-2331
SCG3	6	6	5473	3578
ICOS	6	2	5473	2293
NPC1L1	6	0	5473	-2331
SNX8	6	6	5473	3578
NME7	6	0	5473	-2331
GPR132	6	0	5473	-2331
POMT2	6	6	5473	3578
SLC40A1	6	-4	5473	-4736
POLR1H	6	6	5473	3578
PCA3	6	6	5473	3578
DCAF8	6	-1	5473	-3551
KCNK4	6	6	5473	3578
EMC9	6	0	5473	-2331
PAM16	6	1	5473	327
MRPL2	6	0	5473	-2331
MRPL4	6	-1	5473	-3551
NDUFA13	6	6	5473	3578
MLXIPL	6	1	5473	327
TRNT1	6	6	5473	3578
ABHD17B	6	-1	5473	-3551
SBDS	6	6	5473	3578
SAR1B	6	6	5473	3578
IRAK4	6	-2	5473	-4202
COPS4	6	0	5473	-2331
CHCHD2	6	0	5473	-2331
MRTO4	6	0	5473	-2331
EGFL7	6	1	5473	327
MYO15A	6	0	5473	-2331
HSPA14	6	0	5473	-2331
CRBN	6	-1	5473	-3551
CLDN18	6	6	5473	3578
IGF2-AS	6	0	5473	-2331
EMC4	6	1	5473	327
PDZD11	6	0	5473	-2331
PBDC1	6	0	5473	-2331
MRPL27	6	0	5473	-2331
DNAJC27	6	0	5473	-2331
KCNK9	6	6	5473	3578
WNT16	6	6	5473	3578
RWDD1	6	0	5473	-2331
TRPV2	6	6	5473	3578
PRKAG2	6	1	5473	327
GPR89B	6	0	5473	-2331
LIMA1	6	-1	5473	-3551
HSD17B7	6	6	5473	3578
UFC1	6	6	5473	3578
ACKR4	6	1	5473	327
UFM1	6	0	5473	-2331
METTL13	6	6	5473	3578
SLC25A39	6	6	5473	3578
SF3B6	6	0	5473	-2331
MRPS33	6	0	5473	-2331
RTEL1	6	1	5473	327
HIGD1B	6	6	5473	3578
MYOZ2	6	6	5473	3578
TM6SF2	6	-2	5473	-4202
UBASH3A	6	6	5473	3578
BCO1	6	6	5473	3578
FXYD6	6	2	5473	2293
PPIL3	6	0	5473	-2331
MRPL39	6	0	5473	-2331
MRPS21	6	1	5473	327
XRN1	6	6	5473	3578
NLE1	6	-1	5473	-3551
UGT1A6	6	2	5473	2293
ARL15	6	6	5473	3578
UGT1A1	6	-5	5473	-4882
WDR74	6	0	5473	-2331
SLC6A20	6	-1	5473	-3551
XAF1	6	2	5473	2293
EPDR1	6	0	5473	-2331
TRPM4	6	-1	5473	-3551
QPCTL	6	1	5473	327
PIGG	6	0	5473	-2331
PXK	6	0	5473	-2331
CMTM6	6	-2	5473	-4202
DNAJC28	6	0	5473	-2331
GEMIN8	6	0	5473	-2331
CDCA4	6	2	5473	2293
FANCL	6	1	5473	327
ARMC1	6	0	5473	-2331
RFWD3	6	0	5473	-2331
MRPS10	6	0	5473	-2331
SEC61A2	6	0	5473	-2331
EVA1B	6	0	5473	-2331
P3H2	6	0	5473	-2331
SMU1	6	-1	5473	-3551
UBA6	6	0	5473	-2331
SLC38A7	6	6	5473	3578
NEIL3	6	-1	5473	-3551
ADI1	6	0	5473	-2331
NUDT15	6	0	5473	-2331
UBE2W	6	0	5473	-2331
SPTLC3	6	6	5473	3578
LGR4	6	-1	5473	-3551
DNAJA4	6	1	5473	327
BATF3	6	-1	5473	-3551
SMPD3	6	0	5473	-2331
SLC30A10	6	6	5473	3578
RBM38	6	-1	5473	-3551
UBE2Q1	6	0	5473	-2331
FERMT1	6	1	5473	327
AMBRA1	6	-2	5473	-4202
LRRC40	6	-1	5473	-3551
URGCP	6	6	5473	3578
HHAT	6	6	5473	3578
CHFR	6	-1	5473	-3551
WDR12	6	0	5473	-2331
IFT122	6	-1	5473	-3551
RIOK2	6	6	5473	3578
GLT8D1	6	6	5473	3578
EMC3	6	1	5473	327
ASH1L	6	6	5473	3578
SLC25A40	6	0	5473	-2331
PCDHA@	6	6	5473	3578
DNAJC12	6	0	5473	-2331
RETN	6	-8	5473	-5155
CELF4	6	0	5473	-2331
PNO1	6	1	5473	327
PMEPA1	6	-2	5473	-4202
SMYD2	6	0	5473	-2331
OTUD7B	6	-2	5473	-4202
FAM20C	6	0	5473	-2331
ACKR3	6	-2	5473	-4202
TIGAR	6	0	5473	-2331
MRPL47	6	0	5473	-2331
JPH2	6	0	5473	-2331
SALL4	6	6	5473	3578
MRS2	6	0	5473	-2331
LRRC47	6	0	5473	-2331
IFT80	6	0	5473	-2331
RANBP10	6	0	5473	-2331
MYH7B	6	0	5473	-2331
USP29	6	2	5473	2293
ALS2	6	-1	5473	-3551
METTL14	6	-6	5473	-5004
WDR19	6	-1	5473	-3551
TRIB3	6	-1	5473	-3551
PTBP2	6	6	5473	3578
ZNF71	6	0	5473	-2331
DMRT3	6	6	5473	3578
SIGIRR	6	-2	5473	-4202
PRDM13	6	6	5473	3578
ALX4	6	0	5473	-2331
RIC8A	6	1	5473	327
PROK2	6	-1	5473	-3551
MRPL17	6	-1	5473	-3551
FAM204A	6	0	5473	-2331
FKBPL	6	6	5473	3578
SLC28A3	6	0	5473	-2331
NCAPG	6	0	5473	-2331
SOX17	6	-2	5473	-4202
ZMAT3	6	0	5473	-2331
HHIP	6	0	5473	-2331
CLEC7A	6	1	5473	327
GIGYF1	6	6	5473	3578
SMYD3	6	6	5473	3578
ILRUN	6	6	5473	3578
FNDC3B	6	1	5473	327
RBM15	6	0	5473	-2331
DEPTOR	6	-4	5473	-4736
P2RY12	6	-1	5473	-3551
TUT1	6	0	5473	-2331
MRPL38	6	0	5473	-2331
MRPL9	6	0	5473	-2331
MRPL1	6	1	5473	327
NDRG4	6	-2	5473	-4202
CDK15	6	6	5473	3578
ZSWIM4	6	6	5473	3578
PYCR3	6	0	5473	-2331
LRRC61	6	0	5473	-2331
TRAK2	6	6	5473	3578
GDAP1L1	6	6	5473	3578
VKORC1	6	-5	5473	-4882
NOC4L	6	-1	5473	-3551
ASPSCR1	6	6	5473	3578
CRELD2	6	6	5473	3578
OR5H2	6	6	5473	3578
BHLHE41	6	0	5473	-2331
TMEM231	6	0	5473	-2331
FAT4	6	6	5473	3578
HECTD3	6	0	5473	-2331
DYNC2H1	6	-1	5473	-3551
TBC1D17	6	0	5473	-2331
NHEJ1	6	6	5473	3578
BAALC	6	0	5473	-2331
UBA5	6	0	5473	-2331
MCMBP	6	-1	5473	-3551
DNAJC22	6	0	5473	-2331
ATAT1	6	6	5473	3578
TTC26	6	0	5473	-2331
NAA25	6	6	5473	3578
SLC8B1	6	6	5473	3578
TRPM3	6	-1	5473	-3551
DCAF17	6	6	5473	3578
NAA15	6	-1	5473	-3551
MUS81	6	1	5473	327
FAAP100	6	6	5473	3578
EDEM3	6	1	5473	327
FER1L4	6	0	5473	-2331
PDGFD	6	6	5473	3578
DNAJC5	6	-1	5473	-3551
ADAM33	6	6	5473	3578
COASY	6	0	5473	-2331
PDCD1LG2	6	-6	5473	-5004
CD276	6	-7	5473	-5090
ITIH5	6	0	5473	-2331
APOL3	6	6	5473	3578
ZNRD1ASP	6	6	5473	3578
TUBB1	6	-2	5473	-4202
KCNH6	6	6	5473	3578
LBH	6	6	5473	3578
TSC22D4	6	0	5473	-2331
SBF2	6	6	5473	3578
QTRT1	6	6	5473	3578
SLIRP	6	0	5473	-2331
SEH1L	6	0	5473	-2331
FCRL4	6	6	5473	3578
RAB33B	6	6	5473	3578
EMC6	6	-1	5473	-3551
MARVELD1	6	6	5473	3578
ANGPTL6	6	0	5473	-2331
OBSCN	6	6	5473	3578
MND1	6	0	5473	-2331
ADGRV1	6	6	5473	3578
PCGF6	6	0	5473	-2331
KAT8	6	-2	5473	-4202
TXNDC2	6	0	5473	-2331
PSMG3	6	6	5473	3578
HVCN1	6	0	5473	-2331
PROK1	6	0	5473	-2331
CARD11	6	-2	5473	-4202
TUBB6	6	0	5473	-2331
FNDC1	6	1	5473	327
LINC00852	6	6	5473	3578
MYPN	6	6	5473	3578
TRIM63	6	1	5473	327
UNC119B	6	0	5473	-2331
ARHGAP5-AS1	6	6	5473	3578
LINC00525	6	1	5473	327
RIOX2	6	1	5473	327
RSPO3	6	2	5473	2293
POMGNT2	6	0	5473	-2331
TMTC4	6	0	5473	-2331
SNHG12	6	-3	5473	-4551
MYLK2	6	1	5473	327
TUBGCP6	6	0	5473	-2331
EAF1	6	6	5473	3578
ZC3H12C	6	2	5473	2293
DNAJC5B	6	0	5473	-2331
TRIM15	6	6	5473	3578
PHLDB2	6	-1	5473	-3551
CCDC97	6	0	5473	-2331
MACIR	6	0	5473	-2331
TTC30A	6	0	5473	-2331
TMEM88	6	6	5473	3578
CDHR1	6	6	5473	3578
NAF1	6	0	5473	-2331
G6PC3	6	1	5473	327
PGAP3	6	0	5473	-2331
FOXP2	6	0	5473	-2331
EGLN3	6	-1	5473	-3551
CYTOR	6	0	5473	-2331
SLC46A1	6	1	5473	327
AZIN2	6	1	5473	327
EFHC1	6	0	5473	-2331
MIR155HG	6	-1	5473	-3551
CTHRC1	6	-1	5473	-3551
MRGPRD	6	0	5473	-2331
MRPL53	6	0	5473	-2331
HSPA12B	6	0	5473	-2331
CIB3	6	6	5473	3578
MSS51	6	6	5473	3578
DNAJC24	6	0	5473	-2331
FGD4	6	6	5473	3578
LRR1	6	6	5473	3578
EDARADD	6	6	5473	3578
DUSP15	6	6	5473	3578
DNAJC19	6	1	5473	327
PPARGC1B	6	-1	5473	-3551
PM20D2	6	-1	5473	-3551
MTPN	6	0	5473	-2331
RPP25L	6	1	5473	327
ACTRT1	6	6	5473	3578
NOL4L	6	0	5473	-2331
ADAMTS14	6	2	5473	2293
ARHGAP42	6	6	5473	3578
SERPINA12	6	-3	5473	-4551
IL34	6	1	5473	327
ILF3-DT	6	6	5473	3578
SPC24	6	6	5473	3578
KASH5	6	6	5473	3578
LINC00662	6	-3	5473	-4551
SHLD1	6	6	5473	3578
COMMD7	6	0	5473	-2331
AIFM3	6	6	5473	3578
HSCB	6	0	5473	-2331
DNAJB7	6	0	5473	-2331
MEI1	6	6	5473	3578
DTX3L	6	6	5473	3578
BTLA	6	-2	5473	-4202
CMTM8	6	1	5473	327
PAQR3	6	0	5473	-2331
SCFD2	6	0	5473	-2331
CDCA2	6	6	5473	3578
CLEC12A	6	-1	5473	-3551
DNAJB8	6	-1	5473	-3551
ADAMTS18	6	6	5473	3578
ADAMTS19	6	0	5473	-2331
ZNF367	6	6	5473	3578
DNAH10	6	6	5473	3578
PIKFYVE	6	0	5473	-2331
ZBTB7C	6	0	5473	-2331
C4orf46	6	6	5473	3578
PRIMPOL	6	-2	5473	-4202
DNAJC18	6	0	5473	-2331
USP12	6	1	5473	327
MED19	6	3	5473	3523
ADGRF5	6	6	5473	3578
SPESP1	6	6	5473	3578
NEIL2	6	0	5473	-2331
CADM2	6	0	5473	-2331
EBF3	6	0	5473	-2331
CRMA	6	6	5473	3578
CASC2	6	-4	5473	-4736
TINCR	6	-3	5473	-4551
MRGPRX1	6	0	5473	-2331
IL4I1	6	6	5473	3578
IFNL1	6	0	5473	-2331
GATC	6	0	5473	-2331
HNF1A-AS1	6	-1	5473	-3551
MUC19	6	6	5473	3578
SLC13A5	6	-2	5473	-4202
CXCL17	6	6	5473	3578
EMC10	6	0	5473	-2331
DNAJC5G	6	0	5473	-2331
ENTPD3-AS1	6	6	5473	3578
FBXO43	6	6	5473	3578
TRIM59	6	2	5473	2293
KCNK18	6	6	5473	3578
LINC01140	6	1	5473	327
KLHL38	6	6	5473	3578
ZNF677	6	6	5473	3578
RSPO4	6	6	5473	3578
SOX2-OT	6	6	5473	3578
DNAJB13	6	0	5473	-2331
PTPRQ	6	6	5473	3578
KIF7	6	0	5473	-2331
C5orf34	6	0	5473	-2331
SLC26A5	6	6	5473	3578
AGRN	6	6	5473	3578
USP17L2	6	-1	5473	-3551
LINC-PINT	6	0	5473	-2331
PSMA3-AS1	6	1	5473	327
CENPW	6	6	5473	3578
NPSR1	6	-2	5473	-4202
ARMS2	6	-2	5473	-4202
LINC00511	6	2	5473	2293
LINC01061	6	1	5473	327
SPINK6	6	6	5473	3578
HOXB-AS3	6	1	5473	327
MIRLET7B	6	-5	5473	-4882
MIRLET7D	6	-1	5473	-3551
MIR100	6	-6	5473	-5004
MIR103A1	6	1	5473	327
MIR103A2	6	1	5473	327
MIR107	6	-3	5473	-4551
MIR1-1	6	-4	5473	-4736
MIR125B1	6	-10	5473	-5233
MIR127	6	-2	5473	-4202
MIR129-2	6	-1	5473	-3551
MIR132	6	-7	5473	-5090
MIR140	6	-15	5473	-5345
MIR147A	6	6	5473	3578
MIR181A2	6	0	5473	-2331
MIR181C	6	0	5473	-2331
MIR185	6	-2	5473	-4202
MIR187	6	0	5473	-2331
MIR196A1	6	-3	5473	-4551
MIR197	6	1	5473	327
MIR19B1	6	0	5473	-2331
MIR215	6	-2	5473	-4202
MIR216A	6	-3	5473	-4551
MIR217	6	-3	5473	-4551
MIR219A1	6	-2	5473	-4202
MIR222	6	-10	5473	-5233
MIR23A	6	-2	5473	-4202
MIR24-2	6	-2	5473	-4202
MIR25	6	-5	5473	-4882
MIR27B	6	-10	5473	-5233
MIR301A	6	-4	5473	-4736
MIR30E	6	-1	5473	-3551
MIR32	6	1	5473	327
MIR34B	6	-3	5473	-4551
MIR34C	6	-3	5473	-4551
MIR7-1	6	-3	5473	-4551
MIR96	6	-6	5473	-5004
MIR99A	6	-3	5473	-4551
DNAJB3	6	0	5473	-2331
THUMPD3-AS1	6	6	5473	3578
NR2F1-AS1	6	1	5473	327
MIR324	6	-4	5473	-4736
MIR335	6	-3	5473	-4551
MIR338	6	-5	5473	-4882
MIR339	6	0	5473	-2331
MIR340	6	-5	5473	-4882
MIR373	6	-2	5473	-4202
TARP	6	6	5473	3578
H2AB1	6	6	5473	3578
MIR378A	6	-6	5473	-5004
MIR381	6	-3	5473	-4551
MIR383	6	0	5473	-2331
DUXAP9	6	6	5473	3578
CT45A1	6	6	5473	3578
BOLA2	6	1	5473	327
MIR146B	6	-7	5473	-5090
MIR202	6	-1	5473	-3551
MIR525	6	-1	5473	-3551
MIR520G	6	6	5473	3578
MIR503	6	-5	5473	-4882
NPS	6	6	5473	3578
MIR455	6	-6	5473	-5004
MGAT4EP	6	6	5473	3578
INSYN2A	6	6	5473	3578
TRAF3IP2-AS1	6	-1	5473	-3551
NR2F2-AS1	6	6	5473	3578
LINGO3	6	0	5473	-2331
ANXA8	6	6	5473	3578
CD27-AS1	6	6	5473	3578
MIR411	6	1	5473	327
MIR548A3	6	6	5473	3578
MIR592	6	0	5473	-2331
MIR605	6	6	5473	3578
MIR613	6	-1	5473	-3551
MIR615	6	2	5473	2293
MIR628	6	1	5473	327
MIR643	6	6	5473	3578
MIR650	6	0	5473	-2331
ATXN8	6	0	5473	-2331
OIP5-AS1	6	-5	5473	-4882
ESRG	6	6	5473	3578
SNORD116-1	6	6	5473	3578
MIR675	6	-1	5473	-3551
CDKN2B-AS1	6	-11	5473	-5266
SNHG8	6	0	5473	-2331
MIR876	6	6	5473	3578
MIR147B	6	0	5473	-2331
MIR877	6	2	5473	2293
MIR937	6	6	5473	3578
MIR760	6	6	5473	3578
TMPO-AS1	6	1	5473	327
VPS9D1-AS1	6	6	5473	3578
CD24	6	0	5473	-2331
TPT1-AS1	6	0	5473	-2331
LINC00941	6	1	5473	327
LINC00173	6	1	5473	327
DUX4	6	2	5473	2293
MIR320B1	6	-1	5473	-3551
MIR1287	6	-1	5473	-3551
MIR320C1	6	0	5473	-2331
MIR664A	6	6	5473	3578
MIR1283-1	6	0	5473	-2331
MIR1290	6	6	5473	3578
ZEB2-AS1	6	6	5473	3578
HOTTIP	6	-1	5473	-3551
MIR378C	6	0	5473	-2331
MIR3665	6	6	5473	3578
MIR3663	6	0	5473	-2331
FGD5-AS1	6	-2	5473	-4202
LINC01592	6	6	5473	3578
CASP12	6	0	5473	-2331
PRKG1-AS1	6	6	5473	3578
CCAT1	6	-2	5473	-4202
MICA	6	-3	5473	-4551
PSMB8-AS1	6	0	5473	-2331
SDCBP2-AS1	6	6	5473	3578
STRIT1	6	1	5473	327
MIR203B	6	-2	5473	-4202
MIR3529	6	6	5473	3578
MIR4721	6	6	5473	3578
MIR2392	6	6	5473	3578
MIR664B	6	6	5473	3578
LINC01355	6	6	5473	3578
IFNL4	6	-4	5473	-4736
LINC02620	6	6	5473	3578
FOXCUT	6	0	5473	-2331
LINC01508	6	6	5473	3578
LINC01572	6	6	5473	3578
AK6	6	1	5473	327
MIR5787	6	6	5473	3578
MIR486-2	6	0	5473	-2331
MIR7977	6	6	5473	3578
MIR8055	6	6	5473	3578
MIR6741	6	6	5473	3578
LINC01287	6	6	5473	3578
BACH1-AS1	6	6	5473	3578
LOC109461477	6	0	5473	-2331
LOC109461478	6	0	5473	-2331
LINC02933	6	6	5473	3578
SERPINA3	5	-3	6718	-5447
AARS1	5	-2	6718	-4796
ACVR1	5	1	6718	1048
PLIN2	5	-5	6718	-5981
ADORA2A	5	-9	6718	-6400
ADORA2B	5	-3	6718	-5447
ADRB3	5	5	6718	2333
AHCY	5	-2	6718	-4796
ALAD	5	-2	6718	-4796
ALPL	5	-4	6718	-5796
ANPEP	5	-1	6718	-3576
ANXA11	5	1	6718	1048
APOC2	5	0	6718	-918
APOC3	5	-8	6718	-6335
AQP1	5	0	6718	-918
AQP2	5	-2	6718	-4796
ABCC6	5	-1	6718	-3576
ARF1	5	-1	6718	-3576
ARG1	5	-4	6718	-5796
PHOX2A	5	5	6718	2333
ASPA	5	0	6718	-918
AVPR2	5	0	6718	-918
ADGRB1	5	5	6718	2333
BBS1	5	-3	6718	-5447
BCL7A	5	-2	6718	-4796
BHMT	5	5	6718	2333
BMP6	5	0	6718	-918
BMP7	5	-2	6718	-4796
FOXL2	5	-4	6718	-5796
ZFP36L1	5	5	6718	2333
KLF9	5	-1	6718	-3576
SERPING1	5	-1	6718	-3576
CFAP410	5	5	6718	2333
CA9	5	-6	6718	-6127
CASP6	5	0	6718	-918
RUNX3	5	-7	6718	-6249
CBFB	5	-4	6718	-5796
CCNF	5	0	6718	-918
CD247	5	-2	6718	-4796
CD19	5	-2	6718	-4796
CD28	5	-7	6718	-6249
CDC25B	5	-2	6718	-4796
CDC42	5	-10	6718	-6443
CDH12	5	5	6718	2333
CDKN3	5	5	6718	2333
CHGA	5	-1	6718	-3576
CHRNA5	5	-3	6718	-5447
CIRBP	5	-2	6718	-4796
CMKLR1	5	-1	6718	-3576
CNGA3	5	5	6718	2333
COL5A2	5	0	6718	-918
COL7A1	5	1	6718	1048
CP	5	-1	6718	-3576
CPA3	5	5	6718	2333
CRABP2	5	-1	6718	-3576
CREM	5	5	6718	2333
CSE1L	5	-1	6718	-3576
VCAN	5	0	6718	-918
CTSB	5	-7	6718	-6249
CTSH	5	5	6718	2333
CTSZ	5	5	6718	2333
CYP1B1	5	-3	6718	-5447
CYP2E1	5	-2	6718	-4796
CYP21A2	5	-3	6718	-5447
CYP27B1	5	-2	6718	-4796
DAO	5	5	6718	2333
AKR1C1	5	-2	6718	-4796
DDX1	5	5	6718	2333
DECR1	5	0	6718	-918
DFFB	5	5	6718	2333
DNM1	5	5	6718	2333
DNASE1	5	5	6718	2333
DRD3	5	-5	6718	-5981
DRP2	5	5	6718	2333
TSC22D3	5	0	6718	-918
HBEGF	5	1	6718	1048
DUSP5	5	-1	6718	-3576
E2F2	5	-4	6718	-5796
EFNA1	5	5	6718	2333
EGR2	5	-3	6718	-5447
ELK4	5	5	6718	2333
EMP1	5	0	6718	-918
ENG	5	-6	6718	-6127
ERG	5	-4	6718	-5796
ETF1	5	0	6718	-918
ETV4	5	-2	6718	-4796
F2	5	-9	6718	-6400
F2R	5	1	6718	1048
F3	5	-2	6718	-4796
F8	5	-5	6718	-5981
F13A1	5	-4	6718	-5796
FABP2	5	-2	6718	-4796
FAT1	5	-3	6718	-5447
FGB	5	-2	6718	-4796
FGFR3	5	-7	6718	-6249
FHIT	5	-1	6718	-3576
FLNB	5	-2	6718	-4796
FOLH1	5	0	6718	-918
FTH1	5	-5	6718	-5981
FTL	5	-3	6718	-5447
GAA	5	-2	6718	-4796
GABRG2	5	5	6718	2333
GAP43	5	-1	6718	-3576
GBP1	5	-3	6718	-5447
GCG	5	-3	6718	-5447
GCGR	5	-2	6718	-4796
GDNF	5	-2	6718	-4796
GGT1	5	-3	6718	-5447
GLI1	5	-3	6718	-5447
GPR32	5	5	6718	2333
GRB10	5	5	6718	2333
GRM1	5	1	6718	1048
GRM4	5	5	6718	2333
GRM7	5	-2	6718	-4796
GSTA1	5	0	6718	-918
GSTZ1	5	0	6718	-918
GUCY2D	5	-2	6718	-4796
GZMM	5	0	6718	-918
HAS1	5	0	6718	-918
HBG1	5	-3	6718	-5447
HBG2	5	5	6718	2333
HIC1	5	0	6718	-918
HLF	5	0	6718	-918
FOXA2	5	-1	6718	-3576
HTR2B	5	-1	6718	-3576
ID1	5	0	6718	-918
IFNAR2	5	-1	6718	-3576
IGFALS	5	5	6718	2333
IGFBP5	5	5	6718	2333
IGHMBP2	5	5	6718	2333
IL4R	5	-4	6718	-5796
IL7	5	-5	6718	-5981
CXCR1	5	-1	6718	-3576
IL10RB	5	-4	6718	-5796
IL13RA2	5	-1	6718	-3576
INHBA	5	-2	6718	-4796
IRF1	5	-7	6718	-6249
IRF5	5	-1	6718	-3576
ISL1	5	-5	6718	-5981
ITGB6	5	-1	6718	-3576
ITK	5	0	6718	-918
KCNA4	5	5	6718	2333
KCNJ5	5	-2	6718	-4796
KCNK2	5	5	6718	2333
KIR2DL2	5	-1	6718	-3576
KIR3DL2	5	5	6718	2333
KLK2	5	5	6718	2333
AFF3	5	5	6718	2333
LAIR1	5	5	6718	2333
LAMA4	5	5	6718	2333
LAMB2	5	5	6718	2333
LAMC2	5	-4	6718	-5796
LCP2	5	-3	6718	-5447
LFNG	5	-4	6718	-5796
LIG4	5	-2	6718	-4796
LOXL1	5	-2	6718	-4796
LPL	5	-4	6718	-5796
LUM	5	-1	6718	-3576
EPCAM	5	-6	6718	-6127
MC2R	5	-1	6718	-3576
MCM3	5	0	6718	-918
MCM5	5	0	6718	-918
MCM6	5	0	6718	-918
MEF2C	5	-4	6718	-5796
MEFV	5	-4	6718	-5796
MAP3K1	5	0	6718	-918
MEN1	5	-2	6718	-4796
MEP1B	5	5	6718	2333
MICB	5	-1	6718	-3576
NR3C2	5	-3	6718	-5447
MOBP	5	-1	6718	-3576
MPO	5	-4	6718	-5796
MPV17	5	5	6718	2333
MSX2	5	5	6718	2333
TRNC	5	5	6718	2333
COX1	5	5	6718	2333
COX3	5	0	6718	-918
CYTB	5	0	6718	-918
MTHFD1	5	-1	6718	-3576
ND2	5	0	6718	-918
ND4L	5	0	6718	-918
ND6	5	0	6718	-918
MTTP	5	1	6718	1048
MTRR	5	-2	6718	-4796
TRNE	5	5	6718	2333
TRNF	5	-1	6718	-3576
TRNI	5	-2	6718	-4796
TRNK	5	-1	6718	-3576
TRNL1	5	-1	6718	-3576
TRNP	5	-1	6718	-3576
TRNQ	5	5	6718	2333
TRNS1	5	5	6718	2333
TRNS2	5	5	6718	2333
TRNT	5	5	6718	2333
TRNV	5	5	6718	2333
TRNW	5	5	6718	2333
MX1	5	5	6718	2333
MYH11	5	-1	6718	-3576
CEACAM6	5	-1	6718	-3576
NEUROD1	5	-2	6718	-4796
NFATC1	5	-2	6718	-4796
NODAL	5	-2	6718	-4796
NPHS1	5	-1	6718	-3576
NTF4	5	5	6718	2333
NTRK1	5	-4	6718	-5796
NTSR1	5	-4	6718	-5796
ODC1	5	-1	6718	-3576
P2RX4	5	1	6718	1048
P2RY2	5	5	6718	2333
P2RY6	5	5	6718	2333
PAH	5	-3	6718	-5447
PAX2	5	-1	6718	-3576
SERPINA5	5	5	6718	2333
PCSK1	5	0	6718	-918
PDE3A	5	-1	6718	-3576
PDE6B	5	-2	6718	-4796
PDGFRB	5	-4	6718	-5796
PDPK1	5	-2	6718	-4796
PHEX	5	5	6718	2333
PITX2	5	-3	6718	-5447
PLP2	5	-2	6718	-4796
PLXNB3	5	5	6718	2333
PMP2	5	5	6718	2333
POU2AF1	5	0	6718	-918
POU2F2	5	0	6718	-918
PPA1	5	-2	6718	-4796
PPARA	5	-8	6718	-6335
PPP1R8	5	-1	6718	-3576
PRIM1	5	5	6718	2333
PRKDC	5	-4	6718	-5796
PRL	5	-4	6718	-5796
PRPS1	5	-2	6718	-4796
PTPRD	5	5	6718	2333
PTPRO	5	5	6718	2333
PTS	5	-2	6718	-4796
PVALB	5	-1	6718	-3576
PYGM	5	0	6718	-918
RAP1GAP	5	5	6718	2333
RAPSN	5	5	6718	2333
RBBP8	5	-4	6718	-5796
RBMS1	5	-1	6718	-3576
RELA	5	-15	6718	-6571
DPF2	5	1	6718	1048
RHO	5	-3	6718	-5447
RIT1	5	-1	6718	-3576
RNASE1	5	5	6718	2333
RNF5	5	-1	6718	-3576
RPL38	5	-1	6718	-3576
RPS15	5	-2	6718	-4796
SCN1B	5	0	6718	-918
CCL4	5	-2	6718	-4796
CCL14	5	0	6718	-918
CCL17	5	-6	6718	-6127
CCL23	5	5	6718	2333
SELE	5	-1	6718	-3576
SFRP2	5	-2	6718	-4796
SFTPC	5	-1	6718	-3576
SKP2	5	-13	6718	-6543
SLC6A1	5	5	6718	2333
SLC10A2	5	-2	6718	-4796
SLC12A3	5	-4	6718	-5796
SLC22A1	5	-1	6718	-3576
SNAI2	5	-9	6718	-6400
SOX10	5	-7	6718	-6249
SPAG4	5	5	6718	2333
SPG7	5	-2	6718	-4796
SPR	5	0	6718	-918
SREBF2	5	-2	6718	-4796
SSTR2	5	-6	6718	-6127
AURKC	5	-2	6718	-4796
SYT1	5	1	6718	1048
TAP2	5	1	6718	1048
TCF7	5	-1	6718	-3576
PRDX2	5	-3	6718	-5447
TEAD4	5	1	6718	1048
TFAP2C	5	-1	6718	-3576
TGFBR1	5	-10	6718	-6443
TGFBR3	5	-4	6718	-5796
TIMP2	5	-8	6718	-6335
NKX2-1	5	1	6718	1048
TLR1	5	-1	6718	-3576
TNFAIP2	5	-2	6718	-4796
TNFAIP6	5	-1	6718	-3576
TP73	5	-6	6718	-6127
TPI1	5	-1	6718	-3576
TPM3	5	-2	6718	-4796
TPMT	5	-1	6718	-3576
TRAF1	5	5	6718	2333
TRPC5	5	-3	6718	-5447
TUFT1	5	1	6718	1048
TYK2	5	-2	6718	-4796
TYR	5	-3	6718	-5447
TYRP1	5	0	6718	-918
