## cite_days=180
# gene	cites	cite_delta	cite_rank	cite_rank_delta	views	view_delta	view_rank	view_rank_delta
XPNPEP3	5	-3	7173	-4255	1	1	8268	-3215
PRDM15	5	5	7173	10701	0	0	11460	349
ANO3	5	5	7173	10701	3	2	4590	-1788
C19orf33	5	5	7173	10701	1	1	8110	-2998
RBKS	5	5	7173	10701	0	0
PBLD	5	0	7173	1703	0	0
RRAGC	5	-2	7173	-3171	1	1	8103	-2990
RBSN	5	-2	7173	-3171	0	-1	11474	5081
OSGEPL1	5	5	7173	10701	0	0
DNAJC1	5	-1	7173	-1331	0	0	11507	334
RNF25	5	0	7173	1703	0	0	12039	135
HS1BP3	5	-1	7173	-1331	0	0
SIL1	5	0	7173	1703	2	2	6067	-5434
PALS1	5	-4	7173	-4958	5	3	3119	-1261
CIAO3	5	-1	7173	-1331	0	0	11731	239
ACTR6	5	-2	7173	-3171	0	0
CSMD1	5	-3	7173	-4255	1	-4	8342	6260
CLEC7A	5	5	7173	10701	18	14	1033	-1459
WDR13	5	5	7173	10701	0	0
ATPAF1	5	5	7173	10701	1	1	8354	-3421
RMND5B	5	5	7173	10701	0	0	10389	817
RMND5A	5	-2	7173	-3171	0	0
EFCAB6	5	5	7173	10701	0	0	10388	818
YTHDC2	5	-6	7173	-5823	1	1	7410	-1906
SLC30A5	5	-2	7173	-3171	0	0
MRPL41	5	-2	7173	-3171	0	0	10320	851
ACD	5	-3	7173	-4255	5	0	3033	1015
RAPH1	5	-1	7173	-1331	0	0	10356	839
TMEM135	5	5	7173	10701	0	0
INTS3	5	0	7173	1703	1	1	7580	-2188
WNK3	5	-3	7173	-4255	0	-2	10506	6387
STK33	5	-1	7173	-1331	0	0
AACS	5	5	7173	10701	0	0
RHPN1-AS1	5	5	7173	10701	0	0
CUEDC2	5	-1	7173	-1331	0	0
GID4	5	0	7173	1703	0	0
PDCL3	5	0	7173	1703	0	0
ERI3	5	-1	7173	-1331	0	0
NABP2	5	0	7173	1703	0	0
TSEN34	5	-1	7173	-1331	0	0	10474	775
SECISBP2	5	5	7173	10701	0	0	10460	778
DSCC1	5	0	7173	1703	2	-1	5679	2639
NDUFAF5	5	-1	7173	-1331	2	1	5681	-269
HMGN5	5	0	7173	1703	0	0
BIRC7	5	5	7173	10701	1	0	7850	1690
GCC1	5	-1	7173	-1331	0	0	11025	509
SPAG16	5	5	7173	10701	0	0
CORO7	5	-3	7173	-4255	0	0
ARMH3	5	5	7173	10701	0	-1	11010	4817
CEP97	5	-3	7173	-4255	0	-1	11002	4815
FAM118B	5	5	7173	10701	0	0	11024	509
VCPKMT	5	5	7173	10701	0	0
NAA16	5	-1	7173	-1331	0	0
RNASEH2B	5	-2	7173	-3171	5	5	3101	-7904
GALNT14	5	5	7173	10701	1	1	8075	-2948
ARMT1	5	-2	7173	-3171	0	0
SH3TC2	5	5	7173	10701	2	0	5953	1650
EFL1	5	5	7173	10701	0	0
PANK3	5	-1	7173	-1331	0	0
BEND5	5	5	7173	10701	0	0
DYNC2H1	5	0	7173	1703	1	-1	8071	3771
KLF3-AS1	5	5	7173	10701	0	0
OGFOD2	5	5	7173	10701	0	0
QTRT2	5	0	7173	1703	0	0
NPEPL1	5	-1	7173	-1331	0	0
PPCS	5	5	7173	10701	0	0	8776	1754
LIN28A	5	-3	7173	-4255	9	6	1771	-776
ECHDC3	5	5	7173	10701	0	0
ZFAND1	5	0	7173	1703	0	0
ARMC5	5	-2	7173	-3171	0	0	11101	484
SHCBP1	5	-2	7173	-3171	1	1	7918	-2688
GSTCD	5	5	7173	10701	0	0
NUDT18	5	5	7173	10701	0	0
THNSL1	5	0	7173	1703	0	0
ACTR5	5	-3	7173	-4255	0	0
SETD6	5	-2	7173	-3171	0	-1	10976	4799
DENND2D	5	5	7173	10701	0	0
GRHL2	5	-2	7173	-3171	0	0
SVEP1	5	-1	7173	-1331	0	0
TTC26	5	0	7173	1703	0	0
ESRP2	5	0	7173	1703	0	0
DOCK5	5	0	7173	1703	1	1	7929	-2716
RMI1	5	-3	7173	-4255	0	-1	11142	4892
PHC3	5	-3	7173	-4255	0	-1	11156	4903
MINDY3	5	5	7173	10701	0	0	11139	470
DGLUCY	5	5	7173	10701	0	0	11122	481
FBXL18	5	-2	7173	-3171	0	0
ARL14	5	5	7173	10701	0	0
VCPIP1	5	-1	7173	-1331	0	0	11601	288
TRIM46	5	-4	7173	-4958	0	0
RPF1	5	-2	7173	-3171	0	0
ASMTL-AS1	5	5	7173	10701	0	0
PRR36	5	0	7173	1703	0	0
CEP63	5	-2	7173	-3171	0	-1	11437	5065
HSD3B7	5	5	7173	10701	0	0
EFHD1	5	0	7173	1703	0	0
FLAD1	5	-1	7173	-1331	0	0	11433	356
PDGFD	5	-3	7173	-4255	6	5	2682	-3681
EPC1	5	-2	7173	-3171	0	-1	11411	5052
TRAF3IP3	5	5	7173	10701	0	0	11635	280
TNKS2	5	-1	7173	-1331	0	0	10997	515
UBXN6	5	-4	7173	-4958	0	0	10996	515
ACAD10	5	5	7173	10701	3	3	4535	-5977
THUMPD2	5	5	7173	10701	0	0
GPR63	5	5	7173	10701	1	-1	8083	3777
SLC38A1	5	-1	7173	-1331	5	5	3104	-7944
TRIM11	5	-1	7173	-1331	1	1	8084	-2956
TMEM163	5	0	7173	1703	0	0
DOCK8	5	-1	7173	-1331	2	2	5920	-4917
ADAMTS10	5	5	7173	10701	1	-2	8010	4886
VANGL1	5	-2	7173	-3171	0	0
SBF2	5	-2	7173	-3171	1	1	8223	-3148
FAHD1	5	5	7173	10701	2	2	5941	-5025
HDHD3	5	5	7173	10701	0	0
PUS7L	5	1	7173	10242	0	0	11264	412
DOHH	5	5	7173	10701	0	0
EPPK1	5	-7	7173	-6089	0	-2	11322	7031
DNAL1	5	5	7173	10701	0	0	11365	377
NUDT12	5	-1	7173	-1331	1	1	8304	-3277
TRAPPC9	5	-3	7173	-4255	7	7	2377	-8930
TRPT1	5	5	7173	10701	0	-1	8785	4150
RBM4B	5	0	7173	1703	0	0
USP26	5	-3	7173	-4255	2	1	4757	228
SPATA16	5	-2	7173	-3171	0	0
TATDN1	5	5	7173	10701	0	0
NACA4P	5	5	7173	10701	0	0
SPNS1	5	0	7173	1703	0	0
TMPRSS13	5	5	7173	10701	0	0
ARL6	5	-1	7173	-1331	1	0	6261	1736
ZIC4	5	5	7173	10701	0	0
SLC7A6OS	5	5	7173	10701	0	0
ABRAXAS1	5	1	7173	10242	0	0
SYDE2	5	0	7173	1703	0	0
PPP1R1B	5	5	7173	10701	75	9	245	60
MAF1	5	0	7173	1703	2	2	6028	-5319
MRI1	5	-4	7173	-4958	0	0	11657	266
DCUN1D5	5	-1	7173	-1331	0	0
POLR3GL	5	-1	7173	-1331	0	0
C9orf64	5	-1	7173	-1331	0	0	11346	388
YIPF4	5	-1	7173	-1331	0	0	11352	377
ACBD6	5	5	7173	10701	0	0
GFM2	5	-1	7173	-1331	0	0	11842	189
COG8	5	-1	7173	-1331	0	0	11870	183
CARD11	5	-1	7173	-1331	3	-6	4654	3413
ZMAT1	5	0	7173	1703	0	0
PARD6B	5	-3	7173	-4255	1	1	7942	-2736
KIRREL3	5	5	7173	10701	0	-1	11510	5097
AFAP1L2	5	-1	7173	-1331	2	1	6005	-426
INSM2	5	5	7173	10701	0	0
LOXL3	5	1	7173	10242	0	0	11546	302
MYO18B	5	5	7173	10701	1	0	8174	1740
COX4I2	5	5	7173	10701	3	3	4611	-6659
PLEKHA8	5	0	7173	1703	0	0	11566	298
ARHGAP5-AS1	5	5	7173	10701	0	0
MIR503HG	5	-3	7173	-4255	0	0
RSPO3	5	5	7173	10701	1	0	8158	1733
PPP1R15B	5	5	7173	10701	0	0
PWWP3A	5	5	7173	10701	0	0
WDR73	5	-1	7173	-1331	0	0
CGNL1	5	5	7173	10701	1	1	8256	-3202
UBASH3B	5	5	7173	10701	1	1	8262	-3213
SNHG7	5	-1	7173	-1331	0	0
UBL7	5	-2	7173	-3171	0	0	11771	224
PHYKPL	5	5	7173	10701	0	0
TCEAL3	5	5	7173	10701	0	0
SYDE1	5	0	7173	1703	0	0
TRIM5	5	-1	7173	-1331	5	0	2741	926
CFAP74	5	5	7173	10701	0	-1	11685	5202
CEP295	5	-1	7173	-1331	0	0
SELENOI	5	0	7173	1703	0	0
CCDC65	5	0	7173	1703	0	0
TRIM4	5	0	7173	1703	0	0
WNT3A	5	-2	7173	-3171	9	2	1908	363
DPH6	5	5	7173	10701	0	0
LACRT	5	5	7173	10701	1	-3	6340	4206
DCAF15	5	0	7173	1703	2	1	6016	-433
TICRR	5	-2	7173	-3171	0	0
KNSTRN	5	-5	7173	-5470	0	0
ERI1	5	-1	7173	-1331	0	0
SCRN2	5	5	7173	10701	0	0
SHF	5	5	7173	10701	0	0	11591	292
LYRM7	5	5	7173	10701	0	0	11471	339
PYGO2	5	-2	7173	-3171	1	0	8243	1756
ANGEL2	5	5	7173	10701	0	0
DPP9	5	-2	7173	-3171	4	3	3767	-2737
SCARF2	5	0	7173	1703	0	0
C12orf29	5	-1	7173	-1331	0	0
RCCD1	5	5	7173	10701	0	0
ACBD5	5	0	7173	1703	0	0
SLFN11	5	-6	7173	-5823	2	2	5946	-5031
DEPDC7	5	5	7173	10701	2	2	5938	-5023
ATPAF2	5	1	7173	10242	1	1	8064	-2901
MIDEAS	5	-3	7173	-4255	0	0
WDR20	5	-2	7173	-3171	0	0
TTC5	5	-2	7173	-3171	0	0
RCSD1	5	5	7173	10701	0	0
MRPS36	5	-1	7173	-1331	0	0
MOB1B	5	5	7173	10701	0	0	11952	148
FAM114A1	5	0	7173	1703	1	1	8386	-3505
ARRDC1	5	1	7173	10242	0	0
PKHD1L1	5	5	7173	10701	0	0
MVB12A	5	-1	7173	-1331	0	0
ARMC6	5	0	7173	1703	0	-1	11977	5403
TJAP1	5	5	7173	10701	0	-2	12013	7603
ACP4	5	5	7173	10701	0	0
SYAP1	5	-1	7173	-1331	1	1	8239	-3182
SYTL4	5	5	7173	10701	0	0	11684	260
CEP41	5	-1	7173	-1331	0	0
DTD2	5	5	7173	10701	0	0
GTF3C6	5	1	7173	10242	0	0
IFT43	5	5	7173	10701	0	0
L3HYPDH	5	5	7173	10701	0	0
VPS26B	5	-1	7173	-1331	0	0	11964	147
KTI12	5	-1	7173	-1331	0	0
AHNAK2	5	5	7173	10701	0	0	11959	146
KIF12	5	5	7173	10701	0	0
SDSL	5	5	7173	10701	0	0
GPRIN1	5	5	7173	10701	0	0
OSBPL10	5	0	7173	1703	0	0
FBXO32	5	-2	7173	-3171	9	9	1913	-10199
FLYWCH2	5	-2	7173	-3171	0	0
NT5C3B	5	5	7173	10701	0	0
ATG4A	5	-1	7173	-1331	2	2	6151	-5958
KCTD12	5	0	7173	1703	0	0	12245	74
FBXO17	5	-1	7173	-1331	0	0
ARL11	5	5	7173	10701	0	0	11851	186
RAB3C	5	-1	7173	-1331	2	2	6099	-5602
DNTTIP1	5	-4	7173	-4958	0	0
ZMYND19	5	5	7173	10701	0	0
RBP7	5	5	7173	10701	0	0	12021	137
SNAP47	5	0	7173	1703	0	0	11991	149
AGAP1	5	-2	7173	-3171	1	1	8443	-3632
THEM4	5	5	7173	10701	0	0
RAB3IP	5	-3	7173	-4255	0	0	12169	89
TWIST2	5	-2	7173	-3171	2	-2	6095	3607
ZFYVE27	5	-1	7173	-1331	3	3	4647	-6992
FAT3	5	-2	7173	-3171	1	1	7932	-2720
ARL14EP	5	0	7173	1703	0	0
LRIG3	5	-1	7173	-1331	0	0
SLC15A4	5	-2	7173	-3171	0	-1	11788	5263
H4C16	5	-2	7173	-3171	0	0
FGD4	5	0	7173	1703	0	0	11828	197
NRAD1	5	-1	7173	-1331	0	0
ADSS1	5	5	7173	10701	1	0	8234	1757
FRMD6	5	-2	7173	-3171	0	0	11680	261
SENP8	5	5	7173	10701	0	0	11668	265
NTAN1	5	5	7173	10701	0	0
OVCA2	5	5	7173	10701	0	0
SEZ6	5	5	7173	10701	3	3	4682	-7372
INO80C	5	-1	7173	-1331	0	0	12170	89
ZNF428	5	5	7173	10701	0	0
MOB3A	5	-2	7173	-3171	0	0	12101	107
C2CD4C	5	5	7173	10701	0	0
KDF1	5	5	7173	10701	0	0
IFFO2	5	0	7173	1703	0	0
LYPLAL1	5	-1	7173	-1331	0	0	11132	478
ERICH3	5	-1	7173	-1331	0	0	11148	466
PRXL2B	5	5	7173	10701	0	0	11119	480
OSCP1	5	5	7173	10701	0	0
ARL8A	5	0	7173	1703	4	4	3757	-7558
EDARADD	5	0	7173	1703	2	1	6024	-433
NAXE	5	-4	7173	-4958	0	0	11600	289
PROKR2	5	-3	7173	-4255	6	4	2685	-1649
TANGO2	5	0	7173	1703	6	2	2683	212
TYW5	5	1	7173	10242	0	0
MITD1	5	0	7173	1703	0	0
DIS3L2	5	-1	7173	-1331	0	-3	11506	8360
ACMSD	5	5	7173	10701	0	0
C2orf76	5	5	7173	10701	0	0
GALM	5	5	7173	10701	1	1	6361	-692
FBXO36	5	5	7173	10701	0	0
OTOL1	5	-1	7173	-1331	0	0
CHCHD4	5	-1	7173	-1331	0	0
METTL6	5	5	7173	10701	0	0
SCLT1	5	5	7173	10701	0	0
LIN54	5	-2	7173	-3171	0	0
GNPDA2	5	5	7173	10701	1	0	8270	1761
CPEB2	5	5	7173	10701	0	0
OTOP1	5	5	7173	10701	0	0
PPARGC1B	5	-2	7173	-3171	5	4	3120	-3392
POU5F2	5	5	7173	10701	0	0
GRPEL2	5	1	7173	10242	0	0
SDHAF4	5	5	7173	10701	0	0
VPS37A	5	-2	7173	-3171	2	2	6173	-6148
UBXN2B	5	0	7173	1703	0	0
C9orf85	5	5	7173	10701	0	0	12353	63
LCN8	5	5	7173	10701	0	0
MAGEC3	5	5	7173	10701	0	0
ASB6	5	-1	7173	-1331	0	-1	12063	5460
MACROD2	5	0	7173	1703	0	0
SMCR8	5	5	7173	10701	0	0
NANP	5	5	7173	10701	0	0
ISM1	5	-1	7173	-1331	0	0
SIRPA	5	-1	7173	-1331	23	8	829	31
HNRNPA1L2	5	0	7173	1703	0	0
B3GLCT	5	5	7173	10701	0	0	11447	352
PPP1R13B-DT	5	5	7173	10701	0	0	11461	348
RDH12	5	5	7173	10701	0	0	11450	351
PTGR2	5	5	7173	10701	0	0
MDP1	5	5	7173	10701	0	0
LRFN5	5	-1	7173	-1331	0	0
LYSMD4	5	5	7173	10701	0	0
FBXL16	5	5	7173	10701	0	0
IL34	5	-5	7173	-5470	4	-2	3746	1973
SLFN13	5	5	7173	10701	0	0	11490	342
KIF18B	5	-1	7173	-1331	0	0
SPC24	5	-1	7173	-1331	0	-1	11688	5203
BROX	5	-1	7173	-1331	0	0
MRPL20-AS1	5	5	7173	10701	0	0
DCDC2B	5	5	7173	10701	0	0
EXOC8	5	-1	7173	-1331	0	0	11874	181
CFAP57	5	-1	7173	-1331	0	0
CCDC117	5	0	7173	1703	0	0
PRR34-AS1	5	5	7173	10701	0	0
TTL	5	0	7173	1703	0	0
COMMD1	5	-1	7173	-1331	0	-1	12130	5508
TTC30B	5	5	7173	10701	0	0
PUS10	5	5	7173	10701	0	0
WDSUB1	5	-1	7173	-1331	0	0
TAFA4	5	0	7173	1703	1	1	8379	-3477
MB21D2	5	-1	7173	-1331	0	0	12841	14
PPP4R2	5	-1	7173	-1331	0	0
SH3D19	5	-1	7173	-1331	0	0
CREBRF	5	-5	7173	-5470	1	0	8434	1810
MARVELD2	5	-1	7173	-1331	2	0	6137	1718
AMOTL1	5	-2	7173	-3171	0	-1	11997	5415
ANKRD46	5	0	7173	1703	0	0
AK8	5	5	7173	10701	0	0
ALDH1L2	5	5	7173	10701	4	3	3815	-2925
ADAL	5	5	7173	10701	0	0
TRPV3	5	-1	7173	-1331	6	-7	2432	1572
FBXO39	5	-1	7173	-1331	0	0
ZNF579	5	5	7173	10701	0	0
SASS6	5	-1	7173	-1331	1	0	8544	1826
FAM171B	5	5	7173	10701	0	0
ADAMTS16	5	5	7173	10701	0	0
CLYBL	5	5	7173	10701	1	-1	8455	4024
POLR3H	5	0	7173	1703	0	0
UBR1	5	-3	7173	-4255	4	4	3195	-3799
FCSK	5	1	7173	10242	0	0
MLKL	5	-2	7173	-3171	5	1	3126	639
CADM4	5	5	7173	10701	0	0
CC2D1B	5	0	7173	1703	0	0
ARL13B	5	-1	7173	-1331	9	5	1911	-587
FLCN	5	-3	7173	-4255	11	6	1626	-458
UNC13D	5	-1	7173	-1331	6	6	2550	-5410
RAB12	5	0	7173	1703	0	0
FAM219A	5	5	7173	10701	0	0	12689	38
ANKS6	5	0	7173	1703	0	0
SFTA1P	5	5	7173	10701	0	0
TBCEL	5	-1	7173	-1331	0	0
WAC-AS1	5	5	7173	10701	0	0
MARCHF8	5	-1	7173	-1331	0	0
NSUN6	5	-1	7173	-1331	0	0
ARL5B	5	-1	7173	-1331	0	0
CPNE2	5	0	7173	1703	0	0
PRSS54	5	5	7173	10701	0	0
NT5DC1	5	-1	7173	-1331	0	0
LEMD2	5	-2	7173	-3171	0	0
PHACTR1	5	5	7173	10701	1	0	8523	1823
LINC00518	5	-1	7173	-1331	0	0
SDK1	5	5	7173	10701	2	2	6180	-6204
CCZ1B	5	-1	7173	-1331	0	0
SRRM3	5	5	7173	10701	0	0
FAM185A	5	5	7173	10701	0	0	12496	37
MAPK15	5	-2	7173	-3171	0	0	12453	47
AFG1L	5	5	7173	10701	0	0
ZBTB38	5	5	7173	10701	0	0
KCTD13	5	1	7173	10242	0	0	12465	42
EHBP1L1	5	-1	7173	-1331	0	0
RNF169	5	0	7173	1703	0	0
CALHM1	5	5	7173	10701	2	-1	6096	2914
CBARP	5	5	7173	10701	0	0
CASC2	5	-3	7173	-4255	0	0
IGFBP7-AS1	5	0	7173	1703	0	0
ANKK1	5	5	7173	10701	16	9	1160	-388
NUDT14	5	5	7173	10701	0	0
ZNF683	5	0	7173	1703	0	0
RNF214	5	-1	7173	-1331	0	0
NCR3	5	5	7173	10701	5	1	2737	610
NALCN	5	5	7173	10701	0	0
ASPM	5	-3	7173	-4255	21	11	868	-168
STEAP2	5	-2	7173	-3171	4	4	3779	-7875
NPAS4	5	5	7173	10701	2	-6	6209	4828
OR51B5	5	5	7173	10701	0	0	12627	36
PGM2L1	5	5	7173	10701	0	0
FGF14-AS2	5	5	7173	10701	0	0
LINC00551	5	5	7173	10701	0	0
C16orf54	5	5	7173	10701	0	0
HID1	5	1	7173	10242	0	-2	12308	7864
FAM171A2	5	0	7173	1703	0	0
ACTMAP	5	5	7173	10701	0	0
PPP1R37	5	5	7173	10701	0	0
RSPO1	5	5	7173	10701	20	16	934	-1571
STPG4	5	5	7173	10701	0	0
IAH1	5	5	7173	10701	0	0
RABL3	5	0	7173	1703	0	0
SUMF1	5	5	7173	10701	2	2	6154	-5964
CYP4V2	5	5	7173	10701	0	0	12195	84
RPL34-DT	5	5	7173	10701	0	0
GPRIN3	5	-1	7173	-1331	0	0
SH3PXD2B	5	5	7173	10701	0	0
ARL10	5	5	7173	10701	0	0
DTWD2	5	5	7173	10701	0	0
RGMB	5	5	7173	10701	5	4	3139	-3511
DCBLD1	5	-1	7173	-1331	0	0
SCARA5	5	1	7173	10242	0	0
PAXX	5	5	7173	10701	0	0
FIRRE	5	-2	7173	-3171	3	3	4709	-7712
RFESD	5	5	7173	10701	0	0
GPIHBP1	5	0	7173	1703	0	-1	12393	5701
IFNE	5	5	7173	10701	0	0
FFAR4	5	-2	7173	-3171	3	-5	3864	2592
RAB43	5	-2	7173	-3171	0	0
JMJD8	5	0	7173	1703	0	0
ARL16	5	5	7173	10701	0	0
LINC01343	5	5	7173	10701	0	0
SLC6A19	5	5	7173	10701	4	3	3812	-2913
HNRNPCL1	5	5	7173	10701	0	0
HSD17B13	5	-2	7173	-3171	2	1	6163	-505
AMIGO2	5	0	7173	1703	0	0
ARPIN	5	5	7173	10701	0	0	12550	34
RGSL1	5	5	7173	10701	0	0
TEX9	5	-1	7173	-1331	504	103	6	0
LINC01116	5	5	7173	10701	0	0
AQP12A	5	5	7173	10701	0	0
MAST4	5	-1	7173	-1331	0	0
PTAR1	5	-1	7173	-1331	0	0
ZC3H6	5	5	7173	10701	0	0
CA13	5	-1	7173	-1331	2	1	6214	-566
PICSAR	5	-1	7173	-1331	0	0
SNHG5	5	-7	7173	-6089	0	0
PEDS1-UBE2V1	5	5	7173	10701	0	0	12682	36
TPTEP1	5	5	7173	10701	0	0
ZNF808	5	1	7173	10242	0	0
OGFRP1	5	0	7173	1703	0	0
MAP3K15	5	0	7173	1703	2	1	6191	-523
KBTBD13	5	5	7173	10701	0	0
GDPGP1	5	-1	7173	-1331	0	0
NUDT19	5	-2	7173	-3171	0	0
FRRS1	5	5	7173	10701	0	0
EEF1AKMT2	5	5	7173	10701	0	0
GSEC	5	5	7173	10701	0	0
LINC02381	5	-1	7173	-1331	0	0
LINC02389	5	5	7173	10701	0	0
ST20	5	5	7173	10701	0	0
MED11	5	0	7173	1703	0	0	12255	72
LINC01061	5	5	7173	10701	0	0
LINC00336	5	5	7173	10701	0	0
SNX30	5	-3	7173	-4255	0	0
MIR100	5	-3	7173	-4255	0	0
MIR103A2	5	5	7173	10701	0	0
MIR106A	5	-3	7173	-4255	0	0	12523	38
MIR127	5	-4	7173	-4958	0	0
MIR138-2	5	-2	7173	-3171	0	0
MIR181A2	5	-1	7173	-1331	0	0
MIR183	5	-7	7173	-6089	0	0
MIR184	5	-2	7173	-3171	0	0
MIR196A2	5	-4	7173	-4958	0	0	12518	38
MIR198	5	5	7173	10701	0	0
MIR27B	5	-7	7173	-6089	0	0
MIR296	5	-3	7173	-4255	0	0
MIR299	5	5	7173	10701	0	0
MIR320A	5	5	7173	10701	0	0
MIR34B	5	-2	7173	-3171	0	0
MIR9-1	5	5	7173	10701	0	0
MIR9-3	5	0	7173	1703	0	0
CFAP144	5	5	7173	10701	0	0
PGAM4	5	5	7173	10701	0	0
MIR367	5	5	7173	10701	0	0
CISD2	5	-5	7173	-5470	3	2	4712	-2014
DUXAP8	5	-3	7173	-4255	1	1	8591	-4053
DUXAP10	5	5	7173	10701	0	0
NBDY	5	5	7173	10701	0	0	12669	36
ATXN7L3B	5	0	7173	1703	0	0
MIR448	5	-1	7173	-1331	0	0
MIR449A	5	-1	7173	-1331	0	0
MIR515-1	5	-1	7173	-1331	0	0
MIR515-2	5	0	7173	1703	0	0
MIR518C	5	5	7173	10701	0	0
MIR516B2	5	5	7173	10701	0	0
MIR516B1	5	5	7173	10701	0	0
MIR520H	5	-3	7173	-4255	0	0
HAS2-AS1	5	0	7173	1703	0	0
DEFA1A3	5	5	7173	10701	0	0
SNHG6	5	-2	7173	-3171	4	4	3817	-8801
NR2F2-AS1	5	-1	7173	-1331	0	0
MNX1-AS1	5	-4	7173	-4958	0	0
LINC00607	5	5	7173	10701	0	0	12746	34
ANXA8	5	5	7173	10701	0	0
AQP12B	5	5	7173	10701	0	0
GSTT2B	5	5	7173	10701	0	0
POTEJ	5	5	7173	10701	0	0
MIR570	5	-1	7173	-1331	0	0
MIR574	5	5	7173	10701	0	0
MIR581	5	5	7173	10701	0	0
MIR628	5	5	7173	10701	0	0
GXYLT2	5	5	7173	10701	0	0
D2HGDH	5	5	7173	10701	1	1	8611	-4122
METTL24	5	5	7173	10701	0	0	12756	33
CCDC30	5	-1	7173	-1331	0	0
ZBED3-AS1	5	5	7173	10701	0	0
CASTOR2	5	5	7173	10701	0	0
SNHG9	5	5	7173	10701	0	0
MIR765	5	-3	7173	-4255	0	0
MIR665	5	-7	7173	-6089	0	0
MIR374B	5	5	7173	10701	0	0
MIR941-1	5	5	7173	10701	1	1	8606	-4114
MIR708	5	5	7173	10701	0	0
MIR874	5	-2	7173	-3171	0	0
TDRD15	5	5	7173	10701	0	0
LINC00887	5	5	7173	10701	0	0
CCDC18-AS1	5	5	7173	10701	0	0
MSC-AS1	5	-1	7173	-1331	0	0
SHISAL2B	5	5	7173	10701	0	0
HOXA-AS3	5	-1	7173	-1331	0	0
KDM7A-DT	5	5	7173	10701	0	0
AIRN	5	5	7173	10701	0	0
MIR320B1	5	-3	7173	-4255	0	0
MIR1286	5	-2	7173	-3171	0	0
MIR1298	5	-4	7173	-4958	0	0
MIR1179	5	0	7173	1703	0	0
MIR320B2	5	-3	7173	-4255	0	0	12808	24
SNORA70E	5	5	7173	10701	0	0
BACE1-AS	5	-2	7173	-3171	0	0	9167	1479
ZBED6	5	5	7173	10701	0	0	12737	36
MIR3202-2	5	5	7173	10701	0	0
MIR2909	5	-1	7173	-1331	0	0
MIR3202-1	5	0	7173	1703	0	0
MIR466	5	5	7173	10701	0	0
IGLL5	5	0	7173	1703	0	0	12872	4
MIR3917	5	5	7173	10701	0	0
MIR3612	5	-1	7173	-1331	0	0
MIR3679	5	5	7173	10701	0	0
CARD8-AS1	5	5	7173	10701	0	0
LIFR-AS1	5	-2	7173	-3171	0	0
LINC00629	5	5	7173	10701	0	0
ZNF865	5	5	7173	10701	0	0
TARID	5	-2	7173	-3171	0	0
LINC00659	5	5	7173	10701	0	0
PRRT3-AS1	5	5	7173	10701	0	0
CACNA1C-AS2	5	5	7173	10701	0	0
HOXA10-AS	5	-2	7173	-3171	0	0
CTXND1	5	5	7173	10701	0	0
IFNL4	5	-2	7173	-3171	2	2	6232	-6560
USP17L23	5	5	7173	10701	0	0
ELFN1-AS1	5	0	7173	1703	0	0
LINC01929	5	5	7173	10701	0	0
ADGRB3-DT	5	5	7173	10701	0	0
NALT1	5	5	7173	10701	0	0
OR2A1-AS1	5	5	7173	10701	0	0
PRDX6-AS1	5	5	7173	10701	0	0
SEMA3B-AS1	5	5	7173	10701	0	0
SCUBE3-AS1	5	5	7173	10701	0	0
ERLNC1	5	5	7173	10701	0	0
ITGA6-AS1	5	5	7173	10701	0	0
MIR1199	5	5	7173	10701	0	0
THRIL	5	-1	7173	-1331	0	0
LOC102724159	5	1	7173	10242	0	0
BBOX1-AS1	5	-3	7173	-4255	0	0
LINC01269	5	5	7173	10701	0	0
WWP1-AS1	5	5	7173	10701	0	0
LINC03071	5	5	7173	10701	0	0
SNHG25	5	-2	7173	-3171	0	0
LINC02577	5	5	7173	10701	0	0
MIR122HG	5	-1	7173	-1331	0	0
LNCRNA-ATB	5	5	7173	10701	0	0
CCNY-AS1	5	5	7173	10701	0	0
HLA-DQA1-AS1	5	5	7173	10701	0	0
LINC03080	5	5	7173	10701	0	0
HEPFAL	5	-1	7173	-1331	0	0
LINC03058	5	5	7173	10701	0	0
APOBEC1	4	4	8860	9014	11	2	1540	372
BGN	4	-3	8860	-4858	8	1	1960	537
BMP3	4	-1	8860	16	11	6	1545	-307
CD68	4	4	8860	9014	114	69	148	-130
CHIT1	4	-1	8860	16	0	0
CLN3	4	4	8860	9014	5	4	2812	-2056
COL8A1	4	-3	8860	-4858	2	1	4750	236
CRYAA	4	4	8860	9014	2	1	4852	148
CYP21A2	4	-3	8860	-4858	25	-12	729	405
DPEP1	4	4	8860	9014	1	1	6493	-817
ELAVL2	4	-2	8860	-3018	1	1	6437	-758
ENG	4	-7	8860	-7510	26	21	725	-1369
F5	4	-2	8860	-3018	84	25	210	1
FABP6	4	-2	8860	-3018	8	7	1927	-2625
FCN2	4	-2	8860	-3018	3	3	3981	-3378
ADAM2	4	4	8860	9014	5	4	2895	-2276
FUT3	4	0	8860	8555	3	1	3955	520
GAP43	4	-2	8860	-3018	10	0	1677	583
GCKR	4	-5	8860	-6645	0	-1	8980	4119
GIPR	4	-1	8860	16	16	5	1130	129
GNRH1	4	-2	8860	-3018	273	110	32	-29
FFAR2	4	4	8860	9014	6	2	2503	259
HSD11B1	4	4	8860	9014	67	52	273	-493
HTR1B	4	-1	8860	16	52	9	372	80
