title	gene_symbol.value
HYOU1	HYOU1
Spondin_2	SPON2
Protein_arginine_methyltransferase_5	PRMT5
CLIP2	CLIP2
WNT5A	WNT5A
LRRN2	LRRN2
WIPF1	WIPF1
EIF4H	EIF4H
PPIB	PPIB
PITRM1	PITRM1
CD2BP2	CD2BP2
TAF6L	TAF6L
STAMBP	STAMBP
SEC24B	SEC24B
TELO2	TELO2
TRIB1	TRIB1
BAG5	BAG5
WNT2	WNT2
EEF1E1	EEF1E1
LYPLA1	LYPLA1
Peroxisome_proliferator-activated_receptor_alpha	PPARA
TXNDC9	TXNDC9
KLRG1	KLRG1
POLR3C	POLR3C
ARIH2	ARIH2
Olfactomedin_1	OLFM1
VPREB1	VPREB1
InaD-like_protein	PATJ
VIPR1	VIPR1
PPIC	PPIC
Proto-oncogene_Wnt-1	WNT1
Wee1-like_protein_kinase	WEE1
PDLIM5	PDLIM5
RPH3AL	RPH3AL
VRK2	VRK2
ADAMTS3	ADAMTS3
NUAK1	NUAK1
CDC42EP2	CDC42EP2
VIPR2	VIPR2
UBAP2L	UBAP2L
VRK1	VRK1
Fig4	FIG4
MED1	MED1
Zonadhesin	ZAN
TIMM17A	TIMM17A
PMPCB	PMPCB
POLR3F	POLR3F
TECR	TECR
Bestrophin_1	BEST1
RAPGEF3	RAPGEF3
PRMT3	PRMT3
TRIM3	TRIM3
TBPL1	TBPL1
PPM1B	PPM1B
WFS1	WFS1
SC65	P3H4
MCRS1	MCRS1
TMEM59	TMEM59
PPM1A	PPM1A
TINP1	NSA2
WHSC1	NSD2
KAT5	KAT5
BAG3	BAG3
VPS4B	VPS4B
SV2B	SV2B
LAT2	LAT2
IFI30	IFI30
ATP5L	ATP5MG
OLIG2	OLIG2
TESK2	TESK2
CFDP1	CFDP1
POLR3G	POLR3G
PSME3	PSME3
SPTLC2	SPTLC2
Angiopoietin-related_protein_7	ANGPTL7
MRCL3	MYL12A
POM121	POM121
RHOBTB1	RHOBTB1
WHSC2	NELFA
SNAP91	SNAP91
MAGED1	MAGED1
FXR2	FXR2
PGRMC2	PGRMC2
TBX4	TBX4
Sperm-associated_antigen_5	SPAG5
NOL5A	NOP56
Peptidylprolyl_isomerase_D	PPID
MPDU1	MPDU1
RBCK1	RBCK1
ERLIN1	ERLIN1
IPO7	IPO7
BAG4	BAG4
UBAC1	UBAC1
CORO2A	CORO2A
TOPORS	TOPORS
SGCA	SGCA
DHRS2	DHRS2
Peroxisome_proliferator-activated_receptor_delta	PPARD
NPEPPS	NPEPPS
GAS2L1	GAS2L1
LRRC37A	LOC105376839
DDX46	DDX46
EMG1	EMG1
RNASEH2A	RNASEH2A
LITAF	LITAF
TRANK1	TRANK1
Proteoglycan_4	PRG4
Electroneutral_sodium_bicarbonate_exchanger_1	SLC4A8
TRIM16	TRIM16
HEXIM1	HEXIM1
ST6GALNAC2	ST6GALNAC2
Sodium_bicarbonate_cotransporter_3	SLC4A7
SMG7	SMG7
VIS1	VIS1
TLK1	TLK1
WNT3	WNT3
TOX4	TOX4
Spondin_1	SPON1
MPHOSPH6	MPHOSPH6
ZC3H11A	ZC3H11A
OSBPL2	OSBPL2
ADAMTS1	ADAMTS1
ADAMTS4	ADAMTS4
IVNS1ABP	IVNS1ABP
TBC1D4	TBC1D4
LEPREL2	P3H3
CYP2S1	CYP2S1
Phosphomevalonate_kinase	PMVK
PPP2R5C	PPP2R5C
DOC2B	DOC2B
TFPT	TFPT
Tropomodulin_2	TMOD2
Tropomodulin_3	TMOD3
RRAGA	RRAGA
Cell_growth_regulator_with_EF-hand_domain_1	CGREF1
KLF1	KLF1
FNBP4	FNBP4
PPP2R4	PTPA
SRGAP2	SRGAP2
CD226	CD226
PPP2R5B	PPP2R5B
CUGBP2	CELF2
ARHGEF12	ARHGEF12
ZDHHC8	ZDHHC8
DOC2A	DOC2A
Ankyrin_repeat_domain_11	ANKRD11
PPP2R2A	PPP2R2A
PARVB	PARVB
OLA1	OLA1
DYRK3	DYRK3
KHDRBS1	KHDRBS1
SENP1	SENP1
UBR4	UBR4
PPP3CA	PPP3CA
NCAPH2	NCAPH2
YY1	YY1
WNT7B	WNT7B
PPP1R2	PPP1R2
LBX1	LBX1
WNT2B	WNT2B
PPP1R3A	PPP1R3A
XRCC2	XRCC2
PPP1CA	PPP1CA
UNC84A	SUN1
TAGLN3	TAGLN3
CARD10	CARD10
TENC1	TNS2
TSBP1	TSBP1
LGALS13	LGALS13
C2orf27	C2orf27A
PPP2R3A	PPP2R3A
PPP2R5E	PPP2R5E
FARS2	FARS2
Dock9	DOCK9
PPP2R2C	PPP2R2C
BRD7	BRD7
PPP1R8	PPP1R8
OBSL1	OBSL1
PPP1R3C	PPP1R3C
USP24	USP24
CLEC2D	CLEC2D
WNT10B	WNT10B
KIAA0409	RRP8
PPP1CC	PPP1CC
Zinc_finger_protein_629	ZNF629
Tropomodulin_4	TMOD4
PACSIN3	PACSIN3
MYLIP	MYLIP
VPREB3	VPREB3
XPNPEP2	XPNPEP2
PPP2R2B	PPP2R2B
PPP4C	PPP4C
PPP2R1A	PPP2R1A
REPIN1	REPIN1
PPP2CB	PPP2CB
XPNPEP1	XPNPEP1
KHDRBS3	KHDRBS3
PPP2R5D	PPP2R5D
PPP1CB	PPP1CB
UHRF1	UHRF1
WNT8B	WNT8B
PPP2CA	PPP2CA
PPP2R1B	PPP2R1B
DYRK2	DYRK2
PUM2	PUM2
YKT6	YKT6
USP25	USP25
RACGAP1	RACGAP1
GNA13	GNA13
XIST	XIST
SPINT2	SPINT2
DHX16	DHX16
PPP2R5A	PPP2R5A
CRTC1	CRTC1
PPP1R10	PPP1R10
CSPG5	CSPG5
PSD3	PSD3
PPP1R7	PPP1R7
PPP1R13B	PPP1R13B
PPP3CB	PPP3CB
CUGBP1	CELF1
Ku80	XRCC5
SMG5	SMG5
LARP1	LARP1
UCRC	UQCR10
XBP1	XBP1
KCNH3	KCNH3
Ileal_sodium/bile_acid_cotransporter	SLC10A2
Large_neutral_amino_acids_transporter_small_subunit_2	SLC7A8
SRRM1	SRRM1
Sodium-dependent_phosphate_transport_protein_1	SLC17A1
GLYAT	GLYAT
TRIL_(gene)	TRIL
TMED3	TMED3
DAZAP2	DAZAP2
STAM2	STAM2
Sodium–hydrogen_antiporter_1	SLC9A1
PLEKHM1	PLEKHM1
Cationic_amino_acid_transporter_2	SLC7A2
CRB1	CRB1
NUPL1	NUP58
CUL7	CUL7
Heat-responsive_protein_12	RIDA
PJA2	PJA2
KEAP1	KEAP1
Chloride_potassium_symporter_4	SLC12A4
LRRC17	LRRC17
Sodium/hydrogen_exchanger_5	SLC9A5
CD96	CD96
AP4E1	AP4E1
AP3S2	AP3S2
Sirtuin_4	SIRT4
MED24	MED24
GPA33	GPA33
SFI1	SFI1
Urea_transporter_1	SLC14A1
MRPL19	MRPL19
Vesicular_monoamine_transporter_1	SLC18A1
Sodium-dependent_phosphate_transport_protein_2A	SLC34A1
SLC15A2	SLC15A2
Monocarboxylate_transporter_8	SLC16A2
SF3B3	SF3B3
TPSD1	TPSD1
PKLR	PKLR
TOMM20	TOMM20
Cationic_amino_acid_transporter_4	SLC7A4
GPR161	GPR161
CELA3B	CELA3B
RYBP	RYBP
SLC20A1	SLC20A1
POP7	POP7
RB1CC1	RB1CC1
GRIP1_(gene)	GRIP1
HNRNPR	HNRNPR
SPRY2	SPRY2
CEP170	CEP170
Vesicular_acetylcholine_transporter	SLC18A3
SLC20A2	SLC20A2
ELMO1	ELMO1
FARP2	FARP2
Sodium–hydrogen_antiporter_3	SLC9A3
KCNH4	KCNH4
CALCOCO2	CALCOCO2
TESPA1	TESPA1
Solute_carrier_organic_anion_transporter_family_member_1A2	SLCO1A2
Natural_resistance-associated_macrophage_protein_1	SLC11A1
SCRN1	SCRN1
Sodium–hydrogen_antiporter_2	SLC9A2
RCAN2	RCAN2
WDR68	DCAF7
Sodium-_and_chloride-dependent_glycine_transporter_1	SLC6A9
RABEPK	RABEPK
ATG7	ATG7
Perilipin-3	PLIN3
Solute_carrier_organic_anion_transporter_family_member_2A1	SLCO2A1
GINS1	GINS1
TDRD7	TDRD7
FCHSD2	FCHSD2
CEP350	CEP350
Sodium/bile_acid_cotransporter	SLC10A1
KIAA0753	KIAA0753
SEC24D	SEC24D
HARS2	HARS2
LRRC23	LRRC23
NOMO1	NOMO1
LCMT2	LCMT2
SPOCK2	SPOCK2
RASGRP2	RASGRP2
Sirtuin_3	SIRT3
Sodium-_and_chloride-dependent_creatine_transporter_1	SLC6A8
ZFPM2	ZFPM2
NBR2	NBR2
TAR_DNA-binding_protein_43	TARDBP
ITGB3BP	ITGB3BP
High_affinity_cationic_amino_acid_transporter_1	SLC7A1
MAGI2	MAGI2
KCNMB2	KCNMB2
PSMD6	PSMD6
SETDB1	SETDB1
SPATA2	SPATA2
Sodium-_and_chloride-dependent_betaine_transporter	SLC6A12
RHOQ	RHOQ
SPRY1	SPRY1
TOMM70A	TOMM70
SPRY3	SPRY3
STX6	STX6
JARID1B	KDM5B
PKIB	PKIB
Nucleoporin_50	NUP50
B3GNT1	B4GAT1
ZFAND5	ZFAND5
ABHD2	ABHD2
UBE2C	UBE2C
MTCH1	MTCH1
ARHGAP8	ARHGAP8
ZNF224	ZNF224
PRKCQ	PRKCQ
PRKAR1A	PRKAR1A
PLK2	PLK2
PISD_(gene)	PISD
MAP3K2	MAP3K2
TRIM31	TRIM31
TRAF3IP2	TRAF3IP2
PKN2	PKN2
PRKAR2A	PRKAR2A
GTF2A1L	GTF2A1L
Protein_kinase_D1	PRKD1
PPIL2	PPIL2
ZMYND11	ZMYND11
RAPGEF4	RAPGEF4
FLRT1	FLRT1
TAF7	TAF7
TBCA	TBCA
RAI2	RAI2
LECT1	CNMD
PRKCB1	PRKCB
Protein_DEPP	DEPP1
TARBP2	TARBP2
PRKCE	PRKCE
PLAC1	PLAC1
RBBP9	RBBP9
DNA-PKcs	PRKDC
Gaba_type_a_receptor_associated_protein_like_1	GABARAPL1
PRKAR1B	PRKAR1B
GRAP	GRAP
ARPP-21	ARPP21
TOPBP1	TOPBP1
STAG2	STAG2
GSPT2	GSPT2
MID2	MID2
PKIA	PKIA
Zinc_finger_protein_226	ZNF226
TAP2	TAP2
APOL2	APOL2
AHCYL1	AHCYL1
FLRT2	FLRT2
PRKG1	PRKG1
CNTRL	CNTRL
WWP1	WWP1
SIX2	SIX2
PRKCI	PRKCI
KCNE4	KCNE4
MTCH2	MTCH2
EID1	EID1
PRKCSH	PRKCSH
ADRM1	ADRM1
TAF4	TAF4
WWP2	WWP2
FUSIP1	SRSF10
PRKAR2B	PRKAR2B
KIF1C	KIF1C
FKBP8	FKBP8
MAP3K7	MAP3K7
OSBP2	OSBP2
FTSJ1	FTSJ1
ZNF225	ZNF225
TOB2	TOB2
STMN2	STMN2
POP4_(gene)	POP4
IL17RA	IL17RA
Cell_adhesion_molecule_1	CADM1
DDX52	DDX52
ARPP-19	ARPP19
NUDT21	NUDT21
OGFr	OGFR
AIPL1	AIPL1
TAF12	TAF12
TAF6	TAF6
SOX30	SOX30
MAFF_(gene)	MAFF
CPSF6	CPSF6
Zinc_finger_protein_266	ZNF266
KIF4A	KIF4A
Protein_kinase_N1	PKN1
PITPNB	PITPNB
TARS_(gene)	TARS1
BCL2L13	BCL2L13
PRKAG1	PRKAG1
ZNF217	ZNF217
PRKCH	PRKCH
GIPC1	GIPC1
CAPN9	CAPN9
PRKCG	PRKCG
HBS1_like_translational_GTPase	HBS1L
PIM2_(gene)	PIM2
FLRT3	FLRT3
ABCF2	ABCF2
Blood_vessel_epicardial_substance	BVES
CDC42EP1	CDC42EP1
IL18BP	IL18BP
COX17	COX17
ARPC5	ARPC5
B3GALNT1	B3GALNT1
CD160	CD160
B(0,+)-type_amino_acid_transporter_1	SLC7A9
HRASLS3	PLAAT3
QPCT	QPCT
HSD17B8	HSD17B8
DEK_(gene)	DEK
B4GALT4	B4GALT4
SLBP	SLBP
KIF3A	KIF3A
MALL	MALL
MAPKAPK3	MAPKAPK3
HUWE1	HUWE1
PAGE1	PAGE1
GBF1	GBF1
Polycomb_protein_EED	EED
CTNNAL1	CTNNAL1
PDCD7	PDCD7
ADAM19	ADAM19
KAT7_(gene)	KAT7
OR4F4	OR4F4
CAPN10	CAPN10
ATP9A	ATP9A
AP4S1	AP4S1
Aldehyde_dehydrogenase_5_family,_member_A1	ALDH5A1
OR7C1	OR7C1
FZD5	FZD5
ST8SIA4	ST8SIA4
PQBP1	PQBP1
BAT4	GPANK1
Liver_X_receptor_alpha	NR1H3
ARMET	MANF
KCNAB1	KCNAB1
USP7	USP7
TSPAN32	TSPAN32
OR1L1	OR1L1
EDIL3	EDIL3
REEP5	REEP5
SLMAP	SLMAP
ZWINT	ZWINT
Grancalcin	GCA
BAT2	PRRC2A
OR2H1	OR2H1
IL1RAPL1	IL1RAPL1
Zinc_transporter_SLC39A7	SLC39A7
SNX4	SNX4
SERPINB7	SERPINB7
SEMA3B	SEMA3B
LDB3	LDB3
EDF1	EDF1
Sh3_and_sylf_domain_containing_1	SH3YL1
Cathepsin_F	CTSF
B4GALT3	B4GALT3
LSM6	LSM6
OR2T1	OR2T1
B4GALT2	B4GALT2
PWP1	PWP1
BAT1	DDX39B
GLMN	GLMN
PTPRU	PTPRU
CORO1A	CORO1A
WDR45	WDR45
B3GALT4	B3GALT4
TRD_(gene)	TRD
SNX3	SNX3
DPP3	DPP3
PKIG	PKIG
RWDD2B	RWDD2B
SCAMP2	SCAMP2
ARPC3	ARPC3
ABCC3	ABCC3
DMC1_(gene)	DMC1
Usher_1C	USH1C
URI1	URI1
CDC37	CDC37
ARPC4	ARPC4
RAB7A	RAB7A
SCAMP3	SCAMP3
PTP4A3	PTP4A3
TECTB	TECTB
KCNK7	KCNK7
NOL4	NOL4
SFRS16	CLASRP
Interleukin_1_receptor,_type_II	IL1R2
BAT5	ABHD16A
Death_receptor_3	TNFRSF25
Kaptin_(actin_binding_protein)	KPTN
Glypican_6	GPC6
SPN1	SNUPN
HLA-B_associated_transcript_3	BAG6
COL4A3BP	CERT1
RDBP	NELFE
Zinc_transporter_ZIP6	SLC39A6
OR2H2	OR2H2
LILRB5	LILRB5
COPS6	COPS6
CPNE6	CPNE6
MED12	MED12
ERP29	ERP29
EFTUD2	EFTUD2
LMAN2	LMAN2
USO1	USO1
INSL5	INSL5
MED6	MED6
SCO2	SCO2
RAB9A	RAB9A
UNC5C	UNC5C
HIST1H2AI	H2AC13
HSD17B6	HSD17B6
MAPRE2	MAPRE2
PPT2	PPT2
SLC12A6	SLC12A6
TXNL1	TXNL1
NRXN3	NRXN3
CADPS	CADPS
COP9_constitutive_photomorphogenic_homolog_subunit_5	COPS5
CCNI_(gene)	CCNI
PDE8B	PDE8B
RFXANK	RFXANK
REC8	REC8
KCNQ1OT1	KCNQ1OT1
RAB33A	RAB33A
N-acetylserotonin_O-methyltransferase-like_protein	ASMTL
OASL	OASL
Sodium-coupled_neutral_amino_acid_transporter_3	SLC38A3
PSMG1	PSMG1
PTCH2	PTCH2
Integrin_subunit_beta_like_1	ITGBL1
CDK13	CDK13
PDCD6	PDCD6
THOC1	THOC1
IMMT	IMMT
ACOT2	ACOT2
HDAC6	HDAC6
TANK_(gene)	TANK
TM9SF2	TM9SF2
60S_ribosomal_protein_L23	RPL23
Phospholipase_A-2-activating_protein	PLAA
KIF3B	KIF3B
Neuropeptide_FF	NPFF
PPAP2B	PLPP3
EBNA1BP2	EBNA1BP2
SNAP29	SNAP29
AOC3	AOC3
AKR1C3	AKR1C3
Suppressor_of_cytokine_signaling_1	SOCS1
PPIG_(gene)	PPIG
UBE4A	UBE4A
Histone_deacetylase_5	HDAC5
HIST1H2AC	H2AC6
SH2B3	SH2B3
RNASET2	RNASET2
Organic_anion_transporter_1	SLC22A6
KCNK5	KCNK5
EIF4EBP3	EIF4EBP3
DCHS1	DCHS1
Sodium-hydrogen_antiporter_3_regulator_1	SLC9A3R1
HIST1H2AK	H2AC15
NDST3	NDST3
TMED10	TMED10
FERMT2	FERMT2
CKAP4	CKAP4
AKT3	AKT3
SRA1	SRA1
GFI1B	GFI1B
HIST1H2BL	H2BC13
Nucleoporin_153	NUP153
Sodium-hydrogen_exchange_regulatory_cofactor_2	SLC9A3R2
NUMB_(gene)	NUMB
VAMP3	VAMP3
LONP1	LONP1
ABI1	ABI1
HIST2H2AC	H2AC20
HIST2H2AA3	H2AC18
MAP2K1IP1	LAMTOR3
GCN1L1	GCN1
HIST1H2BG	H2BC8
ASCC3	ASCC3
PDCD6IP	PDCD6IP
LHX2	LHX2
CASP8AP2	CASP8AP2
GNE_(gene)	GNE
STC2	STC2
BCL2L11	BCL2L11
TAOK2	TAOK2
SLIT2	SLIT2
SF3B2	SF3B2
SLC22A8	SLC22A8
CLEC2B	CLEC2B
SKAP1	SKAP1
THRAP3	THRAP3
YWHAQ	YWHAQ
METAP2	METAP2
UQCR11	UQCR11
TAF1	TAF1
Syntaxin_binding_protein_2	STXBP2
STAU1	STAU1
SULT1E1	SULT1E1
PXDN	PXDN
GAPVD1	GAPVD1
Alms1,_centrosome_and_basal_body_associated_protein	ALMS1
HIST1H2AJ	H2AC14
HCN4	HCN4
HIST1H2AB	H2AC4
Gem-associated_protein_2	GEMIN2
BSND	BSND
TAF2	TAF2
WSB1	WSB1
LPAR3	LPAR3
TDRKH	TDRKH
STAT5B	STAT5B
RAB35	RAB35
SULT1A2	SULT1A2
Intraflagellar_transport_27	IFT27
STK3	STK3
NOC2L	NOC2L
TMSB15A	TMSB15A
MAP3K12	MAP3K12
Zinc_finger_protein_112	ZNF112
Zinc_finger_protein_229	ZNF229
Long-chain_fatty_acid_transport_protein_4	SLC27A4
Zinc_finger_protein_230	ZNF230
TTLL3	TTLL3
STK4	STK4
CUL1	CUL1
TCF20	TCF20
SERBP1	SERBP1
Galanin_receptor_3	GALR3
COTL1	COTL1
RGS5	RGS5
ATP13A2	ATP13A2
CDC42BPA	CDC42BPA
FOXN1	FOXN1
Sirtuin_5	SIRT5
Enhancer_of_polycomb_homolog_2_(drosophila)	EPC2
CILP	CILP
HNF1A	HNF1A
PPM1D	PPM1D
Zinc_finger_protein_236	ZNF236
STXBP1	STXBP1
STATH	STATH
PTP4A1	PTP4A1
GCS1	MOGS
VAX1	VAX1
STK10	STK10
TTF2	TTF2
Low-density_lipoprotein_receptor-related_protein_8	LRP8
Ring_finger_protein_103	RNF103
BCL2L10	BCL2L10
Chromatin_target_of_prmt1	CHTOP
ZNF337	ZNF337
CTDNEP1	CTDNEP1
DAP3	DAP3
KDELR2	KDELR2
GPR65	GPR65
TACC1	TACC1
TMED1	TMED1
ELOA	ELOA
RSL1D1	RSL1D1
LILRB4	LILRB4
CSDE1	CSDE1
NAT9	NAT9
TAC3	TAC3
PRDM2	PRDM2
TCTN3	TCTN3
STAT5A	STAT5A
WIPI2	WIPI2
LILRB3	LILRB3
SLC27A3	SLC27A3
WBP1	WBP1
KDELR3	KDELR3
ZBTB33	ZBTB33
Protein_O-GlcNAc_transferase	OGT
SLC27A5	SLC27A5
Transcription_initiation_protein_SPT3_homolog	SUPT3H
Attractin	ATRN
Syntaxin_3	STX3
EVI5	EVI5
PYGO1	PYGO1
STX1A	STX1A
AURKC	AURKC
KLK11	KLK11
STX4	STX4
SMARCA5	SMARCA5
ELOC	ELOC
SEMA7A	SEMA7A
SYT5	SYT5
TADA2L	TADA2A
Tachykinin_receptor_2	TACR2
STAT2	STAT2
LIAS_(gene)	LIAS
STX5	STX5
KLF11	KLF11
CCDC85B	CCDC85B
ZDHHC17	ZDHHC17
RAE1	RAE1
Zinc_transporter_3	SLC30A3
Zinc_transporter_1	SLC30A1
STCH	HSPA13
Low-density_lipoprotein_receptor_adapter_protein_1	LDLRAP1
SYT4	SYT4
LILRA1	LILRA1
NUDCD3	NUDCD3
FZD8	FZD8
LEKTI	SPINK5
Very_long-chain_acyl-CoA_synthetase	SLC27A2
STC1	STC1
ZP2	ZP2
NPHS2	NPHS2
HIST1H2AM	H2AC17
STRN	STRN
PIP5K1C	PIP5K1C
Zinc_transporter_4	SLC30A4
HIRIP3	HIRIP3
Tachykinin_receptor_3	TACR3
ATF7	ATF7
GLIPR1	GLIPR1
ELOVL4	ELOVL4
IRS4	IRS4
ADNP_(gene)	ADNP
LILRA3	LILRA3
MAP4K3	MAP4K3
BTG2	BTG2
SORBS2	SORBS2
KIF2C	KIF2C
TBX5_(gene)	TBX5
Syntaxin_binding_protein_3	STXBP3
LILRA2	LILRA2
TUBA1A	TUBA1A
TLK2	TLK2
HIST1H2AL	H2AC16
CUL2	CUL2
ZBTB20	ZBTB20
Zyxin	ZYX
ST14	ST14
SSR2	SSR2
Transmembrane_protein_251	TMEM251
ARFIP2	ARFIP2
FSTL1	FSTL1
NABP1	NABP1
PRND	PRND
SSX4_(gene)	SSX4
DPM1	DPM1
YTHDC2	YTHDC2
TRIM29	TRIM29
ZKSCAN5	ZKSCAN5
NUDT5	NUDT5
SENP3	SENP3
STX12	STX12
INPP4B	INPP4B
Cyclin_dependent_kinase_like_1	CDKL1
KLC2	KLC2
STAP1	STAP1
Cyclin_K	CCNK
MARCH7	MARCHF7
C12orf43	C12orf43
OR2F1	OR2F1
Neuropilin_1	NRP1
IQGAP1	IQGAP1
HSPBP1	HSPBP1
RABGAP1	RABGAP1
Barrier_to_autointegration_factor_1	BANF1
B3GAT3	B3GAT3
LDOC1	LDOC1
KCNE5	KCNE5
PPP1R15A	PPP1R15A
FGF17	FGF17
FBXO2	FBXO2
Phosphatidylinositol_transfer_protein,_cytoplasmic_1	PITPNC1
OR1C1	OR1C1
PLEKHG2	PLEKHG2
Small_nucleolar_rna_host_gene_1	SNHG1
Neuropilin_2	NRP2
TMEFF2	TMEFF2
FBXL4	FBXL4
DCLRE1B	DCLRE1B
CBLC	CBLC
OR1F2	OR1F2P
GMEB2	GMEB2
PRKD3	PRKD3
INTS1	INTS1
DGCR5	DGCR5
PSIP1	PSIP1
FBXW2	FBXW2
PAPOLG	PAPOLG
SGK3	SGK3
PCDHB5	PCDHB5
SH3BP4	SH3BP4
BCL11B	BCL11B
SSBP2	SSBP2
LSM5	LSM5
Galanin_receptor_2	GALR2
AGXT2	AGXT2
OR1J4	OR1J4
CDCP1	CDCP1
Carbonic_anhydrase_14	CA14
LYPLA3	PLA2G15
SLC13A3	SLC13A3
NUDT4	NUDT4
Phosphoglycerate_dehydrogenase	PHGDH
Cystine/glutamate_transporter	SLC7A11
Sperm-associated_antigen_8	SPAG8
SOX21	SOX21
OR2B6	OR2B6
Methyltransferase_like_4	METTL4
IL18R1	IL18R1
PLD3	PLD3
SSBP3	SSBP3
SHFM3P1	FBXW4P1
Carboxylesterase_2	CES2
DNA_polymerase_alpha_subunit_2	POLA2
LIN7A	LIN7A
PCDH20	PCDH20
NUDT3	NUDT3
CYP3A43	CYP3A43
SYNGAP1	SYNGAP1
SAP30	SAP30
KPNA6	KPNA6
ST5_(gene)	ST5
SSR4	SSR4
Spo11	SPO11
DPM2	DPM2
RAB38	RAB38
PLXNB2	PLXNB2
ZNF3	ZNF3
PRKAB1	PRKAB1
KIAA0999	SIK3
YWHAZ	YWHAZ
ZNF7	ZNF7
PRH1	PRH1
XPA	XPA
XPO1	XPO1
ZIC1	ZIC1
PRB4	PRB4
HOOK2	HOOK2
PPP3R1	PPP3R1
LARS2	LARS2
YWHAE	YWHAE
ZFP36	ZFP36
ZFY	ZFY
YWHAG	YWHAG
EPN1	EPN1
Sorting_nexin_10	SNX10
CNOT7	CNOT7
GT198	PSMC3IP
PRKAB2	PRKAB2
ZIC2	ZIC2
SLC12A7	SLC12A7
ZFP161	ZBTB14
SF1_(gene)	SF1
Proline-rich_protein_haeiii_subfamily_2	PRH2
PLK4	PLK4
TBR1	TBR1
DNA_repair_protein_XRCC4	XRCC4
Pancreatic_polypeptide_receptor_1	NPY4R
GNL2	GNL2
FRAT2	FRAT2
WNT9B	WNT9B
PYCR2	PYCR2
XPC_(gene)	XPC
ANAPC2	ANAPC2
PPP6C	PPP6C
GMEB1	GMEB1
SAC3D1	SAC3D1
Serglycin	SRGN
ZIC3	ZIC3
PTGES3	PTGES3
Zinc_finger_protein_2	ZNF2
NCAPH	NCAPH
TRA2A	TRA2A
STAG3_(gene)	STAG3
Prolargin	PRELP
POLQ	POLQ
CCT8	CCT8
MYLPF	MYLPF
CCT6B	CCT6B
PRB1	PRB1
YWHAH	YWHAH
Protein_kinase,_AMP-activated,_alpha_1	PRKAA1
YME1L1	YME1L1
PRKACG	PRKACG
GPSM2	GPSM2
Neuregulin_3	NRG3
YES1	YES1
XRCC3	XRCC3
NUDC	NUDC
SNX8	SNX8
EEF2K	EEF2K
DLL3	DLL3
SNX15	SNX15
RRH	RRH
Exosome_component_2	EXOSC2
WNT11	WNT11
PRIM1	PRIM1
FUT9	FUT9
PRB3	PRB3
PRIM2	PRIM2
WNT8A	WNT8A
CLDN16	CLDN16
PRCC_(gene)	PRCC
Ceramide_synthase_1	CERS1
PRKACB	PRKACB
UBIAD1	UBIAD1
PPP3R2	PPP3R2
AP4B1	AP4B1
B3GNT2	B3GNT2
WNT7A	WNT7A
PRCP	PRCP
Protein_O-GlcNAcase	OGA
PPP5C	PPP5C
ZNF10	ZNF10
PRKAA2	PRKAA2
GPR171	GPR171
YWHAB	YWHAB
ZFX	ZFX
PPT1	PPT1
WNT9A	WNT9A
ZNF8	ZNF8
CPSF1	CPSF1
C12orf24	FAM216A
CNBP	CNBP
POLD3	POLD3
PPP3CC	PPP3CC
USP39	USP39
MAFK	MAFK
MYOM1	MYOM1
RASD2	RASD2
GTPBP4	GTPBP4
ADAM23	ADAM23
RPS6KC1	RPS6KC1
ADAM9	ADAM9
SNORD24	SNORD24
ADAM20	ADAM20
ADAM7	ADAM7
TCP11	TCP11
CLDN14	CLDN14
Multisynthetase_complex_auxiliary_component_p38	AIMP2
Optineurin	OPTN
Nicotinamide_phosphoribosyltransferase	NAMPT
GPAA1	GPAA1
TFPI2	TFPI2
ADAM18	ADAM18
LHX3	LHX3
TRGV1	TRGV1
BCAP31	BCAP31
TSFM	TSFM
MTMR1	MTMR1
LIGHT_(protein)	TNFSF14
FZD3	FZD3
RAB11A	RAB11A
TRGV9	TRGV9
OR4E2	OR4E2
TSPAN2	TSPAN2
PIGN_(gene)	PIGN
OR2J2	OR2J2
LST1	LST1
TSPAN12	TSPAN12
PPIF	PPIF
OR1J2	OR1J2
OR1L3	OR1L3
TNFSF12	TNFSF12
SNAPAP	SNAPIN
ARL4A	ARL4A
PADI4	PADI4
PABPC4	PABPC4
ERLIN2	ERLIN2
RASGRP1	RASGRP1
OR2W1	OR2W1
TSPAN3	TSPAN3
CTDSP2	CTDSP2
MTERF1	MTERF1
DNPEP	DNPEP
ACTR1B	ACTR1B
HAVCR1	HAVCR1
MPDZ	MPDZ
APRIL_(protein)	TNFSF13
ST7	ST7
MYH13	MYH13
Rad50	RAD50
OR4D1	OR4D1
TRA_(gene)	TRA
Lipoprotein-associated_phospholipase_A2	PLA2G7
ADAM15	ADAM15
Bromodomain-containing_protein_3	BRD3
ZNF346	ZNF346
SNAP23	SNAP23
PSCA_(gene)	PSCA
CDS2	CDS2
Caspase_14	CASP14
Decoy_receptor_3	TNFRSF6B
HIPK3	HIPK3
NUBP2	NUBP2
WBP2	WBP2
TRAP1	TRAP1
SHFM1	SEM1
TFEB	TFEB
ACTR1A	ACTR1A
HRK_(gene)	HRK
NUDT6	NUDT6
PREB	PREB
Signal_transducing_adaptor_molecule	STAM
NUFIP1	NUFIP1
NAPG	NAPG
NAPA_(gene)	NAPA
ERG28	ERG28
GLRA3	GLRA3
TUSC3	TUSC3
CDC42EP4	CDC42EP4
